
[1mRooFit v3.60 -- Developed by Wouter Verkerke and David Kirkby[0m 
                Copyright (C) 2000-2013 NIKHEF, University of California & Stanford University
                All rights reserved, please read http://roofit.sourceforge.net/license.txt

 10 ./Templater
 10 -in
 10 -conf
 10 -flag
 10 -mc
 10 -ff
Configuring
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyTauCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyBMCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 1 :: for param :: applyIsoCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMass
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 11 :: for param :: nBinsQsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 10 :: for param :: nBinsEmu
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMMsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: doPhiPi
Setting output 
 Entering Do Template 
-------------------------
Set LHCb Style - Feb 2012
-------------------------
Going to write output file :: output/RootOutp_MCAll_bin0_NorBIsoPIDCutBuD0Ds_Weight.root
 /afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BuDD_NoCL_CB_Sim09b.root
TFile**		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BuDD_NoCL_CB_Sim09b.root	
 TFile*		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BuDD_NoCL_CB_Sim09b.root	
  KEY: TTree	DecayTree;1	tree with weights
nentries = 1613
With weight = ( McorrDsst > 3000 && McorrDsst < 8000 && (Ds_MM>1940 && Ds_MM<2000) && sq > 0. && ( Kpl_P>5000 && Kmi_P>5000 && pi_P>5000 && (Kpl_PT>800 || Kmi_PT>800 || pi_PT>800) && Ds_PT>2000 && Bs_0_BDTS_DOCA<0.50 && Bs_0_FDCHI2_TOPPV>50 && 1940<Ds_MM && 2000>Ds_MM  )  && ( mu_PIDmu > 0) && (mu_iso_MinBDT_Long>-0.5) )*sigw
1613
--- ... Processing event: 0
mass 4128.52, q2 2.24599e+06
mass 3351.62, q2 2.33351e+06
mass 4193.61, q2 2.64393e+06
mass 4804.4, q2 510602
mass 3149.7, q2 8.07172e+06
mass 4451.8, q2 789328
mass 3911.12, q2 3.59468e+06
mass 4410.07, q2 1.24711e+06
mass 5478.48, q2 142426
mass 4378.48, q2 1.20523e+06
mass 5006.38, q2 1.07955e+06
mass 3810.01, q2 6.24954e+06
mass 4924.39, q2 3.23178e+06
mass 4676.39, q2 9.27604e+06
mass 3591.93, q2 1.01621e+07
mass 3787.99, q2 2.68796e+06
mass 4291.35, q2 4.4148e+06
mass 3510.56, q2 2.30477e+06
mass 4767.83, q2 770270
mass 4457.36, q2 3.6486e+06
mass 4146.58, q2 4.67014e+06
mass 3203.62, q2 1.60809e+06
mass 4809.7, q2 2.46245e+06
mass 4469.15, q2 3.78194e+06
mass 5262.69, q2 583369
mass 3329.01, q2 1.41505e+06
mass 4479.57, q2 4.79876e+06
mass 4905.03, q2 4.77657e+06
mass 3295.7, q2 4.29099e+06
mass 4332.07, q2 9.50475e+06
mass 6104.26, q2 2.42607e+06
mass 3803.09, q2 1.08334e+06
mass 4407.19, q2 1.25295e+06
mass 3649.55, q2 2.80454e+06
mass 5260.73, q2 1.88865e+06
mass 4243.71, q2 3.13048e+06
mass 4247.56, q2 957026
mass 3774.34, q2 3.16676e+06
mass 4152.04, q2 2.70508e+06
mass 4090.28, q2 1.86882e+06
mass 4455.03, q2 5.17482e+06
mass 3947.47, q2 1.54066e+06
mass 4307.42, q2 3.3613e+06
mass 4376.19, q2 623456
mass 4363.95, q2 6.6455e+06
mass 4563.6, q2 3.5811e+06
mass 5245.41, q2 2.97308e+06
mass 7459.53, q2 -3.58458e+06
mass 4550.32, q2 1.00803e+06
mass 3539.13, q2 1.31956e+06
mass 4013.92, q2 1.34252e+06
mass 4655.29, q2 2.7431e+06
mass 4362.32, q2 4.10014e+06
mass 4733.28, q2 975968
mass 4321.03, q2 3.99578e+06
mass 4065.55, q2 8.20509e+06
mass 5453.35, q2 703293
mass 5384.4, q2 2.67976e+06
mass 3469.96, q2 243673
mass 4522.75, q2 1.90169e+06
mass 4596.12, q2 4.62707e+06
mass 4514.12, q2 2.81213e+06
mass 3940.33, q2 7.00101e+06
mass 4383.76, q2 5.67446e+06
mass 4563.61, q2 5.24371e+06
mass 4545.35, q2 4.47175e+06
mass 4944.84, q2 432230
mass 4109.33, q2 5.99249e+06
mass 4789.13, q2 784154
mass 5057.22, q2 675211
mass 4208.14, q2 1.18249e+06
mass 4809.57, q2 1.68295e+06
mass 4802.16, q2 1.78315e+06
mass 5667.5, q2 327607
mass 5107.37, q2 3.27417e+06
mass 4639.04, q2 4.12673e+06
mass 4718.58, q2 1.88426e+06
mass 5390.46, q2 4.0155e+06
mass 4429.35, q2 7.08009e+06
mass 4050.34, q2 3.5567e+06
mass 4057.9, q2 4.43087e+06
mass 4457.6, q2 1.59945e+06
mass 3160.65, q2 2.59199e+06
mass 3762.85, q2 8.71428e+06
mass 3593.35, q2 8.8097e+06
mass 3974.92, q2 9.39019e+06
mass 4614.45, q2 7.8778e+06
mass 4054.49, q2 1.98406e+06
mass 4104.68, q2 1.18806e+06
mass 3114.4, q2 2.9257e+06
mass 5003.58, q2 3.22552e+06
mass 4545.95, q2 577421
mass 4487.9, q2 1.67178e+06
mass 4043.55, q2 2.64888e+06
mass 6393.5, q2 -1.52194e+06
mass 4376.17, q2 1.26091e+06
mass 3653.6, q2 2.31406e+06
mass 4247.05, q2 949754
mass 4758.03, q2 258718
mass 4035.14, q2 5.3988e+06
mass 4726.13, q2 2.98928e+06
mass 4900.43, q2 1.19246e+06
mass 4289, q2 700651
mass 3657.41, q2 1.88673e+06
mass 4583.96, q2 6.24741e+06
mass 4391.71, q2 576252
mass 4676.21, q2 4.11596e+06
mass 4230.44, q2 1.44695e+06
mass 3474.89, q2 2.46358e+06
mass 4256.44, q2 2.48991e+06
mass 4047.45, q2 743164
mass 4529.54, q2 2.80502e+06
mass 6770.49, q2 -3.37636e+06
mass 3719.96, q2 1.82642e+06
mass 5868.7, q2 -755515
mass 4102.12, q2 2.07763e+06
mass 4063.66, q2 1.29697e+06
mass 4447.39, q2 9.38998e+06
mass 4690.91, q2 4.96984e+06
mass 5050.1, q2 730124
mass 5392.74, q2 777977
mass 4766.56, q2 1.39656e+06
mass 4581.78, q2 4.57304e+06
mass 4747.98, q2 5.33207e+06
mass 3667.17, q2 1.68086e+06
mass 4690.9, q2 422361
mass 3712.68, q2 2.33421e+06
mass 3779.71, q2 2.10011e+06
mass 4651.09, q2 1.77369e+06
mass 4868.62, q2 660797
mass 4858.45, q2 2.3019e+06
mass 5162.25, q2 3.17665e+06
mass 4615.19, q2 1.18087e+06
mass 4728.55, q2 631404
mass 3962.66, q2 2.5401e+06
mass 4817.55, q2 2.21352e+06
mass 4406.37, q2 3.03735e+06
mass 4125.14, q2 3.14119e+06
mass 4627.41, q2 5.78997e+06
mass 4468.37, q2 1.37491e+06
mass 3803.66, q2 4.22999e+06
mass 5060.84, q2 1.38658e+06
mass 4307, q2 1.68961e+06
mass 4331.91, q2 6.65135e+06
mass 5240.43, q2 574453
mass 4158.39, q2 9.60893e+06
mass 3752.19, q2 6.96049e+06
mass 6607.17, q2 -315590
mass 5242, q2 3.62904e+06
mass 3608.89, q2 1.78307e+06
mass 4867.02, q2 2.59377e+06
mass 3581.94, q2 1.94439e+06
mass 4432.78, q2 936509
mass 3563.8, q2 4.00084e+06
mass 3882.14, q2 1.26208e+06
mass 3432.58, q2 1.34539e+06
mass 4082.61, q2 4.79007e+06
mass 4884.99, q2 636960
mass 3809.99, q2 3.36743e+06
mass 4454.47, q2 1.29963e+06
mass 3193.41, q2 1.59762e+06
mass 4867.72, q2 723312
mass 4374.72, q2 3.88647e+06
mass 5138.15, q2 2.79628e+06
mass 4377.34, q2 3.53183e+06
mass 7945.08, q2 -6.4911e+06
mass 3960.87, q2 4.28944e+06
mass 4568.38, q2 5.7748e+06
mass 3189.71, q2 2.1801e+06
mass 4825.39, q2 1.24088e+06
mass 3892.48, q2 3.53154e+06
mass 6073.5, q2 782691
mass 4203.23, q2 1.70809e+06
mass 4569.55, q2 76560.8
mass 4867.12, q2 2.09822e+06
mass 4313.01, q2 823812
mass 4681.61, q2 1.0132e+06
mass 4840.57, q2 1.97659e+06
mass 4186.7, q2 109604
mass 5378.32, q2 2.10961e+06
mass 3216.57, q2 1.06101e+06
mass 5028.89, q2 5.41486e+06
mass 3940.04, q2 4.73508e+06
mass 4815.5, q2 551981
mass 4192.15, q2 4.07622e+06
mass 4666.69, q2 1.81776e+06
mass 5700.8, q2 1.48912e+06
mass 4414.55, q2 1.90772e+06
mass 3785.97, q2 2.76286e+06
mass 4492.63, q2 2.20454e+06
mass 4546.03, q2 3.30441e+06
mass 4665.63, q2 564058
mass 3807.35, q2 1.00268e+07
mass 4546.01, q2 3.83804e+06
mass 4244.84, q2 6.48222e+06
mass 4554.41, q2 4.06394e+06
mass 5079.73, q2 645029
mass 4123.3, q2 1.57298e+06
mass 4244.86, q2 2.28474e+06
mass 4450, q2 3.05969e+06
mass 3898.7, q2 6.12662e+06
mass 4550.04, q2 1.84468e+06
mass 3648.4, q2 1.47607e+06
mass 3845.74, q2 9.50029e+06
mass 5283.4, q2 525174
mass 4161.71, q2 1.54635e+06
mass 4743.16, q2 3.90341e+06
mass 5418.11, q2 1.23816e+06
mass 4058.78, q2 7.1512e+06
mass 4403.19, q2 2.10064e+06
mass 4127.59, q2 3.81638e+06
mass 4736.1, q2 5.18665e+06
mass 3239.58, q2 1.86897e+06
mass 3525.49, q2 2.31187e+06
mass 4575.37, q2 5.17856e+06
mass 4101.82, q2 1.08571e+06
mass 4868.06, q2 570428
mass 3850.42, q2 1.27251e+06
mass 3221.69, q2 1.61686e+06
mass 5015.11, q2 747767
mass 4408.25, q2 3.7385e+06
mass 3339.91, q2 1.45359e+06
mass 3776.31, q2 949387
mass 3560.34, q2 2.81411e+06
mass 4709.89, q2 5.86987e+06
mass 4101.25, q2 1.53353e+06
mass 3404.36, q2 2.12786e+06
mass 4313.78, q2 2.52524e+06
mass 3829.04, q2 9.03466e+06
mass 5400.23, q2 596918
mass 3840.62, q2 61406
mass 4679.61, q2 657169
mass 3688.48, q2 2.22502e+06
mass 4594.9, q2 5.96266e+06
mass 3561.34, q2 3.98823e+06
mass 4256.73, q2 1.80129e+06
mass 4137.97, q2 4.80922e+06
mass 4208.06, q2 2.77937e+06
mass 3601.54, q2 4.03728e+06
mass 3703.62, q2 3.21114e+06
mass 4432.44, q2 2.2859e+06
mass 4423.06, q2 1.82641e+06
mass 4395.87, q2 4.06427e+06
mass 3728.68, q2 1.50311e+06
mass 4852.16, q2 942434
mass 4828.47, q2 4.46921e+06
mass 4462.15, q2 219251
mass 4195.35, q2 6.08634e+06
mass 4258.95, q2 6.71076e+06
mass 3766.14, q2 2.86633e+06
mass 3578.46, q2 1.52605e+06
mass 3331.09, q2 2.03031e+06
mass 3543.82, q2 1.55552e+06
mass 3548.65, q2 7.81396e+06
mass 4773.15, q2 3.14919e+06
mass 3932.21, q2 4.55179e+06
mass 3762.68, q2 6.17641e+06
mass 3663.07, q2 5.04821e+06
mass 4651.14, q2 1.90826e+06
mass 5105.38, q2 3.12735e+06
mass 4681.92, q2 603453
mass 5031.08, q2 4.61327e+06
mass 5128.67, q2 3.25289e+06
mass 3967.19, q2 2.24106e+06
mass 3515.26, q2 1.09645e+06
mass 6165.84, q2 3.90402e+06
mass 3557.14, q2 2.00393e+06
mass 3938.06, q2 7.78176e+06
mass 3846.99, q2 5.99447e+06
mass 3557.16, q2 2.00431e+06
mass 4461.95, q2 5.77754e+06
mass 4529.04, q2 4.40374e+06
mass 4740.72, q2 3.14744e+06
mass 4000.83, q2 2.06684e+06
mass 3825.04, q2 8.33872e+06
mass 3487.41, q2 2.22919e+06
mass 4061.93, q2 1.16526e+06
mass 4757.05, q2 1.255e+06
mass 3349.45, q2 965724
mass 3499.89, q2 1.22917e+06
mass 3978.31, q2 2.63773e+06
mass 4786.76, q2 3.7353e+06
mass 4404.67, q2 1.28756e+06
mass 4741.55, q2 1.12284e+06
mass 4008.62, q2 3.83743e+06
mass 4272.38, q2 2.09469e+06
mass 3224.16, q2 1.37184e+06
mass 3416.12, q2 2.53286e+06
mass 4934.99, q2 8.12986e+06
mass 4998.15, q2 746539
mass 4203.48, q2 512589
mass 3812.06, q2 3.16228e+06
mass 4474.43, q2 911768
mass 5360.39, q2 1.72389e+06
mass 4016.94, q2 893988
mass 4306.63, q2 4.05992e+06
mass 4894.98, q2 713360
mass 3829.46, q2 5.44931e+06
mass 3653.93, q2 1.43103e+06
mass 4687.2, q2 5.73542e+06
mass 3738.93, q2 2.6349e+06
mass 4093.22, q2 669394
mass 3797.48, q2 2.53813e+06
mass 3305.17, q2 7.90802e+06
mass 4545.7, q2 3.47593e+06
mass 4136.97, q2 3.29649e+06
mass 4215.67, q2 3.31935e+06
mass 4195.47, q2 4.54637e+06
mass 4669.65, q2 3.63344e+06
mass 3157.07, q2 797100
mass 5975.32, q2 -1.63414e+06
mass 4767.8, q2 6.41108e+06
mass 4679.53, q2 3.99696e+06
mass 6247.47, q2 -3.91949e+06
mass 3232.2, q2 3.0918e+06
mass 4157.91, q2 594451
mass 3749.24, q2 734988
mass 4039.58, q2 1.78917e+06
mass 4456.91, q2 1.35923e+06
mass 3464.67, q2 1.30393e+06
mass 4595.07, q2 1.12893e+06
mass 4353.24, q2 2.39269e+06
mass 4506.78, q2 1.11054e+06
mass 4035.67, q2 2.65415e+06
mass 4466.72, q2 2.44055e+06
mass 4587, q2 2.0146e+06
mass 4679.18, q2 2.01458e+06
mass 5045.49, q2 3.57116e+06
mass 4128.05, q2 585390
mass 4873.21, q2 2.3521e+06
mass 3949.15, q2 4.95586e+06
mass 4133.09, q2 2.45772e+06
mass 4340.76, q2 4.61754e+06
mass 3518.79, q2 1.0879e+06
mass 4844.69, q2 3.24948e+06
mass 3625.83, q2 1.10157e+06
mass 4068.9, q2 9.28982e+06
mass 4569.01, q2 1.7612e+06
mass 4644.03, q2 2.82632e+06
mass 4510.33, q2 5.15183e+06
mass 4595.93, q2 1.06304e+06
mass 4445.13, q2 2.45483e+06
mass 4325.24, q2 6.00292e+06
mass 5874.42, q2 343981
mass 3809.17, q2 1.61962e+06
mass 5015.37, q2 4.66103e+06
mass 4571.4, q2 2.75885e+06
mass 4954.04, q2 5.55198e+06
mass 4713.19, q2 3.99342e+06
mass 5053.76, q2 2.78566e+06
mass 4679.6, q2 3.85543e+06
mass 4516.81, q2 1.51496e+06
mass 4838.88, q2 4.70424e+06
mass 4632.59, q2 978675
mass 7248.16, q2 -699467
mass 4334.65, q2 3.3177e+06
mass 4636.25, q2 1.08103e+06
mass 4400.23, q2 6.02866e+06
mass 5291.68, q2 2.7817e+06
mass 3991.34, q2 1.16267e+06
mass 4560.41, q2 93287.5
mass 3910.11, q2 1.89962e+06
mass 4065.78, q2 9.62826e+06
mass 5190.05, q2 2.29833e+06
mass 4482.31, q2 1.74048e+06
mass 5200.66, q2 756626
mass 3926.92, q2 1.38623e+06
mass 5619.17, q2 -815626
mass 4036.53, q2 7.53407e+06
mass 3907.54, q2 4.71601e+06
mass 4588.84, q2 5.97995e+06
mass 4413.17, q2 883442
mass 4345.76, q2 4.6202e+06
mass 3514.02, q2 8.52534e+06
mass 5144.1, q2 1.53949e+06
mass 4838.88, q2 4.88259e+06
mass 4116.23, q2 2.685e+06
mass 4470.4, q2 1.75653e+06
mass 5357.87, q2 1.1874e+06
mass 3872.78, q2 8.23555e+06
mass 3459.85, q2 1.12978e+06
mass 3847.27, q2 8.3518e+06
mass 3151.93, q2 1.9247e+06
mass 4205.94, q2 2.65713e+06
mass 4326.33, q2 5.00124e+06
mass 4546.55, q2 6.0956e+06
mass 4997.97, q2 927484
mass 5261, q2 2.15308e+06
mass 4210.86, q2 4.17119e+06
mass 3367.4, q2 8.27595e+06
mass 4557.75, q2 4.22591e+06
mass 4003.98, q2 2.07236e+06
mass 4251.85, q2 1.95907e+06
mass 3758.98, q2 1.14962e+06
mass 4894.69, q2 2.30006e+06
mass 3244, q2 2.37074e+06
mass 4577.91, q2 2.86818e+06
mass 4462.2, q2 7.44117e+06
mass 4343.64, q2 3.99998e+06
mass 4690.78, q2 2.57975e+06
mass 4858.77, q2 3.19619e+06
mass 4586.17, q2 5.54337e+06
mass 4617.87, q2 3.36688e+06
mass 4524.79, q2 1.28248e+06
mass 3403.49, q2 1.38631e+06
mass 4107.35, q2 3.60212e+06
mass 3930.12, q2 980329
mass 3643.94, q2 1.53466e+06
mass 4462.43, q2 2.56066e+06
mass 4500.36, q2 55610.6
mass 4840.35, q2 5.24451e+06
mass 4904.81, q2 947314
mass 5030.98, q2 1.5202e+06
mass 8090.6, q2 -1.5e+07
mass 4473.4, q2 3.53198e+06
mass 3428.16, q2 6.05692e+06
mass 4101.06, q2 3.65274e+06
mass 4394.39, q2 5.01152e+06
mass 4440.1, q2 4.67068e+06
mass 3825.21, q2 3.155e+06
mass 3618.26, q2 2.54588e+06
mass 4228.11, q2 3.52148e+06
mass 3806.02, q2 8.32144e+06
mass 5454.73, q2 51309.4
mass 4598.19, q2 879211
mass 4383.08, q2 7.42763e+06
mass 4731.81, q2 1.32411e+06
mass 4359.75, q2 2.13222e+06
mass 4127.5, q2 195498
mass 6062.74, q2 104852
mass 5248.27, q2 2.16817e+06
mass 4340.91, q2 886761
mass 3760.68, q2 7.08218e+06
mass 4110.01, q2 1.53941e+06
mass 4582.06, q2 3.58766e+06
mass 4602.13, q2 784809
mass 4435.77, q2 3.24702e+06
mass 4650.82, q2 3.22718e+06
mass 4340.56, q2 925932
mass 5083.16, q2 1.88936e+06
mass 5267.5, q2 2.79778e+06
mass 4849.6, q2 3.95909e+06
mass 4480.81, q2 5.37344e+06
mass 3224.94, q2 1.62386e+06
mass 5044.6, q2 2.98471e+06
mass 4521.82, q2 6.9632e+06
mass 5208.43, q2 1.14314e+06
mass 3469.26, q2 2.61743e+06
mass 4586.61, q2 1.2162e+06
mass 4612.48, q2 1.37743e+06
mass 4403.97, q2 3.11575e+06
mass 3227.37, q2 7.524e+06
mass 3551.98, q2 1.64006e+06
mass 4679.32, q2 3.29272e+06
mass 4647.02, q2 2.72997e+06
mass 4170.85, q2 1.88249e+06
mass 3656.66, q2 671011
mass 4576.82, q2 1.0031e+06
mass 3655.31, q2 8.16376e+06
mass 3997.34, q2 1.19464e+06
mass 4159.98, q2 3.17415e+06
mass 4483.41, q2 2.35879e+06
mass 4018.34, q2 2.71465e+06
mass 4748.63, q2 1.58091e+06
mass 4946.59, q2 811500
mass 4020.62, q2 2.84376e+06
mass 3649.29, q2 1.67453e+06
mass 4422.13, q2 2.85271e+06
mass 3359.15, q2 1.92333e+06
mass 4272.82, q2 1.09928e+06
mass 3847.76, q2 2.4345e+06
mass 3716.59, q2 1.80252e+06
mass 3254.42, q2 849544
mass 3221.42, q2 2.09909e+06
mass 3615.57, q2 1.04923e+06
mass 4637.15, q2 596973
mass 4410.76, q2 4.682e+06
mass 4059.21, q2 1.69846e+06
mass 4631.25, q2 2.82534e+06
mass 3725.67, q2 3.12461e+06
mass 4715.19, q2 1.28825e+06
mass 4745.29, q2 2.12302e+06
mass 5271.97, q2 7.13144e+06
mass 4709.47, q2 2.13357e+06
mass 5191.29, q2 2.6572e+06
mass 5995.48, q2 1.99988e+06
mass 4592.82, q2 6.17063e+06
mass 3714.77, q2 1.1693e+06
mass 3855, q2 6.20331e+06
mass 4382.24, q2 2.73963e+06
mass 4506.9, q2 992557
mass 4647.32, q2 280068
mass 4225.16, q2 1.01111e+07
mass 5005.68, q2 2.60577e+06
mass 6284.5, q2 820655
mass 4360.47, q2 2.54339e+06
mass 4618.75, q2 3.0409e+06
mass 4441.87, q2 972199
mass 4115.13, q2 712968
mass 3968.49, q2 453860
mass 3780.21, q2 5.42252e+06
mass 5025.63, q2 1.3646e+06
mass 5354.49, q2 1.48385e+06
mass 4717.54, q2 3.23192e+06
mass 4018.03, q2 609373
mass 5598.82, q2 -447912
mass 3894.72, q2 1.56156e+06
mass 3405.52, q2 3.02038e+06
mass 4882.59, q2 189406
mass 3831.02, q2 3.29495e+06
mass 4574.2, q2 1.30135e+06
mass 4335.75, q2 785906
mass 4316.16, q2 2.96978e+06
mass 3867.32, q2 2.93282e+06
mass 4193.56, q2 1.05446e+06
mass 4507.61, q2 857492
mass 3145.1, q2 1.11497e+06
mass 4057.66, q2 2.24529e+06
mass 3896.86, q2 8.94764e+06
mass 3099.12, q2 2.80283e+06
mass 4549.04, q2 3.62309e+06
mass 4397.49, q2 1.60078e+06
mass 5262.87, q2 3.26466e+06
mass 4116.72, q2 6.65435e+06
mass 4407.8, q2 858535
mass 5471.6, q2 -4950.95
mass 4712.11, q2 3.64806e+06
mass 4476.62, q2 2.75751e+06
mass 5320.99, q2 263515
mass 4460.13, q2 7.66065e+06
mass 4107.36, q2 2.07732e+06
mass 3569.65, q2 2.5611e+06
mass 5143.42, q2 1.94129e+06
mass 4367.94, q2 1.13493e+06
mass 4146.22, q2 4.04526e+06
mass 4441.46, q2 4.75342e+06
mass 6231.81, q2 -1.91651e+06
mass 3767.94, q2 3.11301e+06
mass 3089.45, q2 2.96915e+06
mass 5017.83, q2 4.88868e+06
mass 5764.68, q2 -1.27677e+06
mass 4502.6, q2 946202
mass 4900.75, q2 1.38183e+06
mass 4002.4, q2 3.40502e+06
mass 4582.65, q2 1.34223e+06
mass 4605.18, q2 2.18086e+06
mass 4544.13, q2 1.67056e+06
mass 4686.15, q2 5.16442e+06
mass 5789.45, q2 -577798
mass 5080.16, q2 1.55192e+06
mass 4396.19, q2 2.98362e+06
mass 4334.82, q2 1.02589e+07
mass 4973.61, q2 1.83209e+06
mass 6023.62, q2 618352
mass 3685.56, q2 1.53661e+06
mass 4126.65, q2 1.5568e+06
mass 3897.97, q2 1.57892e+06
mass 3977.67, q2 3.87792e+06
mass 5019.26, q2 2.79874e+06
mass 3314.62, q2 872578
mass 5247.96, q2 1.12413e+06
mass 4782.64, q2 4.77722e+06
mass 4796.56, q2 2.90174e+06
mass 4206.98, q2 2.00848e+06
mass 4755.38, q2 2.04183e+06
mass 4951.31, q2 696533
mass 6499.24, q2 -4.04681e+06
mass 4220.39, q2 2.35077e+06
mass 4157.31, q2 762233
mass 4112.37, q2 2.89695e+06
mass 5094.13, q2 1.94499e+06
mass 4153.39, q2 2.988e+06
mass 3728.82, q2 7.13014e+06
mass 4686.98, q2 760590
mass 4657.31, q2 1.79672e+06
mass 4588.61, q2 4.29551e+06
mass 4308.92, q2 3.60607e+06
mass 5206.78, q2 1.13478e+06
mass 3315.65, q2 2.72565e+06
mass 4374.7, q2 8.23496e+06
mass 4595.4, q2 4.13309e+06
mass 4298.23, q2 1.7189e+06
mass 4706.92, q2 1.28678e+06
mass 4219.51, q2 3.96915e+06
mass 4288.43, q2 1.55131e+06
mass 4572.97, q2 1.56839e+06
mass 5316.48, q2 2.32354e+06
mass 4550.86, q2 247062
mass 4370.85, q2 914955
mass 4280.22, q2 1.09161e+06
mass 4566.59, q2 5.20132e+06
mass 4359.06, q2 1.31714e+06
mass 4109.02, q2 1.28794e+06
mass 4577.34, q2 2.68659e+06
mass 4068.52, q2 3.56024e+06
mass 5356.05, q2 3.01395e+06
mass 4459.02, q2 4.35533e+06
mass 4418, q2 2.39201e+06
mass 3970.19, q2 2.78498e+06
mass 4226.95, q2 9.64492e+06
mass 4090.99, q2 2.75858e+06
mass 4397.43, q2 4.97612e+06
mass 3849.46, q2 6.43761e+06
mass 3422.38, q2 2.46689e+06
mass 4791.4, q2 2.16703e+06
mass 4382.68, q2 990782
mass 4690.49, q2 2.60908e+06
mass 4026.68, q2 2.46706e+06
mass 4315.53, q2 4.19474e+06
mass 3999.67, q2 6.55417e+06
mass 4387.77, q2 1.03622e+07
mass 4481.79, q2 560624
mass 3871.4, q2 1.99309e+06
mass 4169.89, q2 368115
mass 3895.53, q2 1.15711e+06
mass 3602.79, q2 1.2855e+06
mass 3784.29, q2 7.02158e+06
mass 4393.08, q2 3.2324e+06
mass 3668.51, q2 652496
mass 5341.69, q2 697789
mass 4114.52, q2 3.14216e+06
mass 5529.45, q2 1.90954e+06
mass 5042.25, q2 101316
mass 4594.04, q2 5.40158e+06
mass 4488.95, q2 1.7341e+06
mass 5015.51, q2 3.41508e+06
mass 3647.8, q2 1.17241e+06
mass 4114.17, q2 3.20663e+06
mass 4672.49, q2 2.65519e+06
mass 4511.94, q2 3.27633e+06
mass 4758.23, q2 1.48704e+06
mass 3802.01, q2 8.03988e+06
mass 5184.87, q2 1.80945e+06
mass 4391.35, q2 3.52844e+06
mass 4496.34, q2 4.5885e+06
mass 4548.21, q2 3.85162e+06
mass 4463.43, q2 8.22617e+06
mass 4318.8, q2 678260
mass 4980.17, q2 8.11755e+06
mass 3927.48, q2 8.99294e+06
mass 3972.97, q2 2.51645e+06
mass 3204.77, q2 8.33105e+06
mass 4774.21, q2 5.11523e+06
mass 4788.35, q2 1.62223e+06
mass 3265.81, q2 1.90864e+06
mass 4850.13, q2 3.07213e+06
mass 3779.05, q2 1.63276e+06
mass 4932.13, q2 5.87027e+06
mass 4147.57, q2 3.92178e+06
mass 4827.78, q2 3.33418e+06
mass 4455.2, q2 3.0515e+06
mass 3242.41, q2 2.52065e+06
mass 4233.08, q2 1.36846e+06
mass 4503.14, q2 3.52967e+06
mass 5121.8, q2 1.90259e+06
mass 5173.1, q2 2.92807e+06
mass 4370.59, q2 2.51593e+06
mass 3846.59, q2 250343
mass 4485.92, q2 7.13265e+06
mass 4352.2, q2 1.2583e+06
mass 4724.03, q2 3.88813e+06
mass 4873.82, q2 3.04147e+06
mass 4696.64, q2 680445
mass 4826.2, q2 938987
mass 3341.91, q2 1.47857e+06
mass 3498.49, q2 1.84392e+06
mass 3870.64, q2 3.8139e+06
mass 3622.41, q2 1.49629e+06
mass 4757.46, q2 4.56598e+06
mass 4202.15, q2 4.89604e+06
mass 4449.36, q2 109551
mass 3097.81, q2 1.5082e+06
mass 4270.62, q2 1.38122e+06
mass 3325.17, q2 1.31492e+06
mass 4785, q2 6.51088e+06
mass 4865.36, q2 9.49055e+06
mass 3651.21, q2 2.37494e+06
mass 4431.89, q2 5.29883e+06
mass 4938.91, q2 1.91942e+06
mass 4762.19, q2 1.57019e+06
mass 4080.54, q2 4.44624e+06
mass 5032.33, q2 956222
mass 4411.25, q2 524590
mass 3488.08, q2 2.04938e+06
mass 4124.03, q2 3.05791e+06
mass 4421.67, q2 3.85617e+06
mass 4141.74, q2 2.33476e+06
mass 4205.79, q2 481700
mass 4384.66, q2 3.63691e+06
mass 4828.64, q2 4.31838e+06
mass 3608.63, q2 2.76292e+06
mass 5002.51, q2 5.09787e+06
mass 4060.24, q2 1.45362e+06
mass 3603, q2 9.03175e+06
mass 5692.37, q2 1.21376e+06
mass 3724.12, q2 1.60296e+06
