
[1mRooFit v3.60 -- Developed by Wouter Verkerke and David Kirkby[0m 
                Copyright (C) 2000-2013 NIKHEF, University of California & Stanford University
                All rights reserved, please read http://roofit.sourceforge.net/license.txt

 10 ./Templater
 10 -in
 10 -conf
 10 -flag
 10 -mc
 10 -ff
Configuring
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyTauCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyBMCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 1 :: for param :: applyIsoCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMass
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 11 :: for param :: nBinsQsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 10 :: for param :: nBinsEmu
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMMsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: doPhiPi
Setting output 
 Entering Do Template 
-------------------------
Set LHCb Style - Feb 2012
-------------------------
Going to write output file :: output/RootOutp_MCAll_bin0_NorBIsoPIDCutBsDsDs_Weight.root
 /afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root
TFile**		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root	
 TFile*		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root	
  KEY: TTree	DecayTree;1	tree with weights
nentries = 2986
With weight = ( McorrDsst > 3000 && McorrDsst < 8000 && (Ds_MM>1940 && Ds_MM<2000) && sq > 0. && ( Kpl_P>5000 && Kmi_P>5000 && pi_P>5000 && (Kpl_PT>800 || Kmi_PT>800 || pi_PT>800) && Ds_PT>2000 && Bs_0_BDTS_DOCA<0.50 && Bs_0_FDCHI2_TOPPV>50 && 1940<Ds_MM && 2000>Ds_MM  )  && ( mu_PIDmu > 0) && (mu_iso_MinBDT_Long>-0.5) )*sigw
2986
--- ... Processing event: 0
mass 4136.09, q2 2.28048e+06
mass 4333.25, q2 1.5353e+06
mass 4735.4, q2 5.12466e+06
mass 4602.3, q2 3.39666e+06
mass 4455.38, q2 1.4189e+06
mass 5108.33, q2 1.06712e+06
mass 5549.38, q2 5.79008e+06
mass 3438.34, q2 1.2782e+06
mass 3706.86, q2 930515
mass 4568.27, q2 2.01719e+06
mass 3597.36, q2 2.29987e+06
mass 5104.64, q2 1.51076e+06
mass 4664.62, q2 2.05123e+06
mass 3800.55, q2 1.13346e+06
mass 4920.33, q2 2.94395e+06
mass 4545.51, q2 3.42818e+06
mass 3887.57, q2 2.5386e+06
mass 4969.67, q2 1.10379e+06
mass 3715.29, q2 2.08443e+06
mass 4974.81, q2 1.54937e+06
mass 4382.47, q2 3.34356e+06
mass 4268.88, q2 5.02877e+06
mass 5841.07, q2 1.22518e+06
mass 4621.92, q2 4.87694e+06
mass 4235.92, q2 3.75386e+06
mass 4481.84, q2 2.50015e+06
mass 5279.27, q2 3.17878e+06
mass 4624.33, q2 9.09255e+06
mass 5268.92, q2 541775
mass 3474.46, q2 2.81305e+06
mass 5748.11, q2 3.72539e+06
mass 3228.61, q2 1.58793e+06
mass 4696.33, q2 430921
mass 5470.35, q2 2.1104e+06
mass 3870.55, q2 6.09037e+06
mass 4504.92, q2 4.35888e+06
mass 4190.4, q2 794342
mass 4204.03, q2 1.43651e+06
mass 5768.05, q2 -1.36088e+06
mass 4511.03, q2 1.90136e+06
mass 4215.38, q2 347566
mass 3816.18, q2 1.8906e+06
mass 4807.77, q2 237313
mass 4397.41, q2 4.98895e+06
mass 4365.42, q2 168474
mass 4271.18, q2 2.8027e+06
mass 3603.58, q2 558361
mass 3706.03, q2 6.57921e+06
mass 5402.23, q2 1.73729e+06
mass 3715.62, q2 2.29381e+06
mass 4486.48, q2 1.06566e+07
mass 4747.36, q2 2.35447e+06
mass 6123.18, q2 545631
mass 3892.06, q2 7.50532e+06
mass 5371.54, q2 7.14581e+06
mass 4058.57, q2 226811
mass 4573.98, q2 144099
mass 3660.32, q2 272019
mass 5733.3, q2 1.65642e+06
mass 5412.21, q2 4.68836e+06
mass 5432.87, q2 2.43951e+06
mass 5091.29, q2 688165
mass 4632.73, q2 6.77835e+06
mass 4443.16, q2 2.56772e+06
mass 5589, q2 2.52179e+06
mass 4195.44, q2 932853
mass 3654.72, q2 2.82221e+06
mass 4051.69, q2 2.01075e+06
mass 4417.11, q2 2.29246e+06
mass 3740.7, q2 620866
mass 5012.67, q2 3.62755e+06
mass 3430.5, q2 1.4965e+06
mass 3131.57, q2 2.11736e+06
mass 4373.03, q2 2.4551e+06
mass 4194.95, q2 4.82752e+06
mass 4446.61, q2 1.9521e+06
mass 5462.73, q2 3.56284e+06
mass 4047.01, q2 5.23686e+06
mass 3985.11, q2 4.31023e+06
mass 6117.11, q2 -133060
mass 4259.16, q2 2.0127e+06
mass 5253.75, q2 466174
mass 4355.16, q2 8.99379e+06
mass 3800.09, q2 4.26599e+06
mass 4055.64, q2 1.26933e+06
mass 3952.94, q2 155762
mass 5284.59, q2 392912
mass 3599.59, q2 4.55472e+06
mass 4304.07, q2 6.40907e+06
mass 4006.56, q2 424374
mass 4347.9, q2 2.33406e+06
mass 5607.88, q2 1.72584e+06
mass 4526.5, q2 4.57409e+06
mass 3090.34, q2 2.73487e+06
mass 5506.16, q2 3.77388e+06
mass 4086.96, q2 1.0106e+07
mass 4014, q2 537218
mass 3782.46, q2 3.08475e+06
mass 5199.64, q2 648680
mass 4249.63, q2 1.91454e+06
mass 4562.6, q2 5.55e+06
mass 4400.21, q2 2.17644e+06
mass 5768.75, q2 3.64023e+06
mass 4185.36, q2 1.90333e+06
mass 3672.1, q2 1.58504e+06
mass 4464.64, q2 4.42937e+06
mass 3888.09, q2 1.71027e+06
mass 4799.73, q2 2.63817e+06
mass 4214.32, q2 4.1658e+06
mass 5020.23, q2 3.20575e+06
mass 3958.49, q2 2.27647e+06
mass 5616.99, q2 6.9289e+06
mass 5172.84, q2 4.03559e+06
mass 3999.52, q2 4.25492e+06
mass 5236.3, q2 7.77971e+06
mass 4156.85, q2 7.99243e+06
mass 4554.43, q2 1.56686e+06
mass 4384.92, q2 4.23176e+06
mass 3873.41, q2 3.1172e+06
mass 5121.2, q2 1.14356e+06
mass 5065.65, q2 1.76546e+06
mass 3394.77, q2 2.13174e+06
mass 4638.66, q2 4.61034e+06
mass 4266.63, q2 7.48657e+06
mass 4081.15, q2 557176
mass 4461.37, q2 3.92751e+06
mass 4039.98, q2 2.05392e+06
mass 4484.88, q2 5.22736e+06
mass 3922.07, q2 832330
mass 4158.91, q2 7.30856e+06
mass 3676.59, q2 2.07568e+06
mass 3676.87, q2 1.61707e+06
mass 3264.4, q2 5.80949e+06
mass 4155.55, q2 5.91301e+06
mass 5520.05, q2 3.4962e+06
mass 4953.39, q2 7.61952e+06
mass 4585.04, q2 9.24774e+06
mass 4948.24, q2 2.81974e+06
mass 5928.56, q2 -473322
mass 4040.74, q2 1.41472e+06
mass 4601.54, q2 2.24544e+06
mass 4996.29, q2 333198
mass 3374.08, q2 1.26965e+06
mass 3626.11, q2 2.83713e+06
mass 4948.22, q2 5.83859e+06
mass 4751.13, q2 2.48802e+06
mass 5151.51, q2 1.45483e+06
mass 5691.89, q2 7.80628e+06
mass 3583.01, q2 2.15515e+06
mass 4935.82, q2 5.07763e+06
mass 4765.57, q2 236565
mass 4424.92, q2 2.15445e+06
mass 4653.02, q2 2.53696e+06
mass 4624.19, q2 1.18597e+06
mass 3782.5, q2 1.12244e+06
mass 4540.73, q2 1.99078e+06
mass 4417.08, q2 2.35924e+06
mass 4654.74, q2 424165
mass 4518.67, q2 3.42859e+06
mass 4134.26, q2 4.45486e+06
mass 7619.93, q2 -213925
mass 3910.93, q2 1.23845e+06
mass 4363.56, q2 1.28446e+06
mass 5217.71, q2 2.35805e+06
mass 4086.98, q2 2.47961e+06
mass 4914.61, q2 2.42906e+06
mass 4639.09, q2 4.33276e+06
mass 3385.17, q2 2.16351e+06
mass 4487.74, q2 7.80809e+06
mass 3593.69, q2 939772
mass 3788.95, q2 2.35566e+06
mass 4644.8, q2 637212
mass 3641.47, q2 730274
mass 4359, q2 2.00895e+06
mass 3729.19, q2 6.00979e+06
mass 4253.63, q2 3.89836e+06
mass 3907.39, q2 1.84819e+06
mass 4855.28, q2 1.17634e+06
mass 5277.23, q2 2.1726e+06
mass 4047.25, q2 1.1542e+06
mass 4056.09, q2 2.45935e+06
mass 4208.52, q2 550880
mass 3511.16, q2 1.23414e+06
mass 4160.3, q2 6.56999e+06
mass 4367.21, q2 4.40965e+06
mass 4850.29, q2 4.05808e+06
mass 5384.38, q2 5.02216e+06
mass 4715.75, q2 2.44796e+06
mass 4692.58, q2 8.72256e+06
mass 5528.39, q2 4.61742e+06
mass 4298.85, q2 2.0023e+06
mass 5452.77, q2 4.09918e+06
mass 6344.24, q2 3.67436e+06
mass 5420.92, q2 1.28499e+06
mass 4563.46, q2 3.83648e+06
mass 4487.5, q2 2.42267e+06
mass 5131.04, q2 233659
mass 4398.89, q2 3.99382e+06
mass 4044.9, q2 3.78296e+06
mass 4557.19, q2 5.22772e+06
mass 3481.72, q2 3.75757e+06
mass 4852.89, q2 600196
mass 3909.1, q2 3.20189e+06
mass 4242.72, q2 1.58464e+06
mass 5060.96, q2 8.51799e+06
mass 3909.82, q2 1.76885e+06
mass 4767.13, q2 6.47341e+06
mass 4367.24, q2 1.66549e+06
mass 4738.71, q2 2.27979e+06
mass 7207.92, q2 -7.16386e+06
mass 5016.36, q2 3.78712e+06
mass 3965.43, q2 9.42886e+06
mass 4228.8, q2 6.51171e+06
mass 5447.72, q2 3.907e+06
mass 4830.16, q2 1.48619e+06
mass 4186.06, q2 1.45138e+06
mass 4769.23, q2 138066
mass 5075.3, q2 2.61343e+06
mass 4435.38, q2 1.99041e+06
mass 5089.68, q2 279756
mass 4433.22, q2 3.2211e+06
mass 4064.6, q2 4.94412e+06
mass 4163.21, q2 2.94623e+06
mass 4478.15, q2 494899
mass 3931.49, q2 6.26609e+06
mass 4364.34, q2 8.96275e+06
mass 4244.82, q2 2.13995e+06
mass 4979.78, q2 6.74902e+06
mass 3899.68, q2 3.35941e+06
mass 4390.2, q2 2.97755e+06
mass 3185.83, q2 2.91862e+06
mass 4195.7, q2 2.58514e+06
mass 4498.3, q2 6.98113e+06
mass 4487.59, q2 7.071e+06
mass 3867.87, q2 9.84917e+06
mass 5694.56, q2 3.2611e+06
mass 4385.9, q2 3.98128e+06
mass 3578.99, q2 7.01211e+06
mass 4858.27, q2 1.49386e+06
mass 3507.63, q2 2.61743e+06
mass 5142.39, q2 2.4004e+06
mass 5066.05, q2 1.30352e+06
mass 5223.5, q2 3.88589e+06
mass 4632.5, q2 7.24689e+06
mass 4274.7, q2 6.67582e+06
mass 3346.49, q2 2.63917e+06
mass 4108.45, q2 5.04431e+06
mass 5125.18, q2 1.10127e+06
mass 3900.46, q2 4.59524e+06
mass 4634.9, q2 4.6354e+06
mass 3814.93, q2 1.08075e+06
mass 3769.28, q2 7.36945e+06
mass 4554.07, q2 8.07522e+06
mass 5098.21, q2 7.8315e+06
mass 6128.97, q2 2.05271e+06
mass 3628.76, q2 1.91305e+06
mass 4384.96, q2 6.54972e+06
mass 4136.99, q2 6.83975e+06
mass 4492.96, q2 3.21604e+06
mass 3644.65, q2 2.40007e+06
mass 3974.41, q2 2.27248e+06
mass 3934.03, q2 5.45432e+06
mass 4060, q2 1.13184e+06
mass 4359.51, q2 1.47352e+06
mass 4376.78, q2 2.90437e+06
mass 4935.08, q2 2.64266e+06
mass 4659.17, q2 7.90723e+06
mass 4071.35, q2 9.00722e+06
mass 3755.76, q2 6.80654e+06
mass 4807.23, q2 596785
mass 4787.22, q2 4.40939e+06
mass 3468.29, q2 1.33231e+06
mass 4831.43, q2 4.56266e+06
mass 4888.97, q2 1.42735e+06
mass 5064.33, q2 4.57287e+06
mass 4814.85, q2 2.27398e+06
mass 3527.6, q2 3.48714e+06
mass 3668.71, q2 3.75853e+06
mass 4232.57, q2 4.70965e+06
mass 4441.54, q2 182506
mass 4731.75, q2 6.93267e+06
mass 5222.84, q2 3.9943e+06
mass 4798.41, q2 4.09154e+06
mass 4357.69, q2 730313
mass 5035.93, q2 2.33343e+06
mass 4570.64, q2 1.24367e+06
mass 4426.62, q2 1.97859e+06
mass 4930.39, q2 3.85911e+06
mass 5222.5, q2 4.3448e+06
mass 4448.99, q2 6.23206e+06
mass 4321.18, q2 2.72168e+06
mass 4998.19, q2 2.04394e+06
mass 3544.4, q2 7.3924e+06
mass 4918.04, q2 2.16043e+06
mass 5345.51, q2 5.05154e+06
mass 3466.68, q2 5.90887e+06
mass 4696.38, q2 1.02464e+07
mass 5187.05, q2 1.26182e+06
mass 4586.72, q2 3.057e+06
mass 3967.25, q2 2.0431e+06
mass 4527.4, q2 4.88002e+06
mass 4327.67, q2 4.97468e+06
mass 3832.99, q2 1.07239e+06
mass 4499.6, q2 4.16327e+06
mass 4851.87, q2 359997
mass 4405.44, q2 3.58323e+06
mass 4251.94, q2 4.02661e+06
mass 4111.87, q2 4.7293e+06
mass 5032.05, q2 3.96624e+06
mass 5448.34, q2 2.94125e+06
mass 5159.88, q2 2.72884e+06
mass 4803.03, q2 112503
mass 4596.13, q2 2.56798e+06
mass 3551.36, q2 2.22653e+06
mass 6582.99, q2 -2.58628e+06
mass 3499.28, q2 6.36248e+06
mass 4148.65, q2 1.89996e+06
mass 4772.91, q2 2.87969e+06
mass 3754.46, q2 4.56584e+06
mass 4149.56, q2 1.99156e+06
mass 5327.44, q2 74457.1
mass 3672.44, q2 2.48781e+06
mass 3195.43, q2 1.82825e+06
mass 4209.44, q2 1.68532e+06
mass 4252.56, q2 3.34993e+06
mass 4122.7, q2 1.93192e+06
mass 4678.7, q2 3.70004e+06
mass 4567.38, q2 1.50945e+06
mass 4610.39, q2 1.18924e+06
mass 5488.71, q2 3.59054e+06
mass 3329.06, q2 840438
mass 4476.47, q2 331612
mass 4828.48, q2 2.94512e+06
mass 4492.44, q2 811090
mass 4412.77, q2 440033
mass 5271.77, q2 481323
mass 3990.87, q2 1.92684e+06
mass 4587.13, q2 3.01929e+06
mass 4315.78, q2 4.61256e+06
mass 4934.14, q2 2.87525e+06
mass 3871.55, q2 7.39077e+06
mass 5069.14, q2 4.34874e+06
mass 4671.11, q2 4.46707e+06
mass 4445.56, q2 1.24771e+06
mass 5328.34, q2 800801
mass 3475.08, q2 1.33496e+06
mass 4672.62, q2 2.93495e+06
mass 4105.89, q2 2.69262e+06
mass 4799.53, q2 2.89462e+06
mass 4993.96, q2 1.33347e+06
mass 4040.96, q2 6.93222e+06
mass 4887.52, q2 2.8075e+06
mass 4501.62, q2 3.90211e+06
mass 4817.02, q2 6.68891e+06
mass 5632.26, q2 744770
mass 5406.78, q2 5.05693e+06
mass 4841.31, q2 3.20956e+06
mass 3957.25, q2 6.17824e+06
mass 5920.88, q2 2.15378e+06
mass 3555.52, q2 6.75634e+06
mass 4538.92, q2 1.85996e+06
mass 5009.04, q2 772736
mass 5407.92, q2 184933
mass 4395, q2 3.53442e+06
mass 4100.71, q2 1.11029e+06
mass 4304.04, q2 740838
mass 4444.06, q2 7.07605e+06
mass 4195.66, q2 1.82972e+06
mass 5208.36, q2 5.5144e+06
mass 3833.6, q2 6.17111e+06
mass 4016.18, q2 1.58699e+06
mass 4560.74, q2 2.12616e+06
mass 3959.75, q2 8.44971e+06
mass 5144.6, q2 1.12047e+06
mass 4021.45, q2 683320
mass 3914.07, q2 3.57294e+06
mass 4939.85, q2 3.26599e+06
mass 5071.18, q2 5.86105e+06
mass 4872.1, q2 1.58509e+06
mass 4892.1, q2 4.49043e+06
mass 4376.98, q2 2.14226e+06
mass 4181.36, q2 6.51695e+06
mass 5167.98, q2 1.38932e+06
mass 3635.22, q2 5.69129e+06
mass 3645.7, q2 1.47946e+06
mass 3083.9, q2 1.85054e+06
mass 6130.19, q2 2.45145e+06
mass 3546.51, q2 2.20336e+06
mass 4786.46, q2 1.48872e+06
mass 3537.69, q2 2.86601e+06
mass 5413.38, q2 1.55827e+06
mass 5078.41, q2 521965
mass 5221.67, q2 4.08261e+06
mass 4496.76, q2 3.55998e+06
mass 4258.51, q2 2.39831e+06
mass 3594.11, q2 4.39661e+06
mass 4435.88, q2 1.39828e+06
mass 5143.42, q2 5.53487e+06
mass 4724.77, q2 3.4165e+06
mass 4394.21, q2 5.39009e+06
mass 4821.61, q2 3.19649e+06
mass 4050.11, q2 1.18199e+06
mass 5456.39, q2 3.6824e+06
mass 4800.17, q2 2.84483e+06
mass 5341.75, q2 985529
mass 3397.99, q2 1.6966e+06
mass 3718.43, q2 2.06767e+06
mass 3876.89, q2 6.27842e+06
mass 4457.23, q2 2.65944e+06
mass 3932.16, q2 7.14047e+06
mass 5199.32, q2 2.29566e+06
mass 4698.71, q2 6.41238e+06
mass 5789.08, q2 2.83862e+06
mass 4739.8, q2 2.55785e+06
mass 4241.97, q2 3.01424e+06
mass 5987.64, q2 4.54606e+06
mass 4493.11, q2 2.15191e+06
mass 4035.12, q2 416193
mass 4629.87, q2 1.02326e+06
mass 3580.3, q2 7.01874e+06
mass 4072.98, q2 2.42676e+06
mass 4460.76, q2 725310
mass 5427.99, q2 2.57714e+06
mass 4539.12, q2 5.0555e+06
mass 4656.54, q2 2.66591e+06
mass 4450.66, q2 1.49078e+06
mass 3831.6, q2 2.64355e+06
mass 5170.3, q2 831814
mass 5948.12, q2 -1.08087e+06
mass 4147.09, q2 6.99915e+06
mass 5392.01, q2 4.37313e+06
mass 4234.34, q2 2.96261e+06
mass 5037.85, q2 2.23247e+06
mass 4098.34, q2 1.47497e+06
mass 4464.37, q2 79655.3
mass 3349.77, q2 3.53428e+06
mass 3804.05, q2 5.77102e+06
mass 5054.07, q2 2.18549e+06
mass 5541.22, q2 4.69615e+06
mass 4909.16, q2 3.04968e+06
mass 4430.64, q2 2.40574e+06
mass 4117.95, q2 4.169e+06
mass 3577.86, q2 2.44984e+06
mass 3830.64, q2 6.81483e+06
mass 5126.47, q2 1.20417e+06
mass 4714.03, q2 3.33253e+06
mass 5251.32, q2 1.42144e+06
mass 3425.15, q2 1.37295e+06
mass 5270.95, q2 3.52958e+06
mass 4379.12, q2 1.96058e+06
mass 4464.59, q2 4.44812e+06
mass 5199.05, q2 212604
mass 4248.24, q2 4.02888e+06
mass 4106.22, q2 8.61533e+06
mass 4412.31, q2 1.94221e+06
mass 4626.35, q2 6.65556e+06
mass 4592.96, q2 4.19754e+06
mass 3957.73, q2 2.50251e+06
mass 4442.51, q2 2.57394e+06
mass 4241.26, q2 7.38535e+06
mass 4308.94, q2 1.64723e+06
mass 3738.99, q2 5.84228e+06
mass 4775.03, q2 712546
mass 3989.63, q2 668300
mass 4666.34, q2 2.53939e+06
mass 5030.97, q2 2.58903e+06
mass 4984.4, q2 5.32644e+06
mass 4766.69, q2 974410
mass 5031.25, q2 3.41118e+06
mass 4573.98, q2 3.42821e+06
mass 3941.04, q2 1.71959e+06
mass 5427.81, q2 3.54528e+06
mass 4046.94, q2 1.86563e+06
mass 5653.56, q2 -364701
mass 5280.32, q2 2.48356e+06
mass 4778.71, q2 2.12978e+06
mass 4217.5, q2 5.5037e+06
mass 4113.09, q2 767592
mass 4587.13, q2 941549
mass 5400.19, q2 5.29256e+06
mass 3771.18, q2 2.51337e+06
mass 4768.36, q2 1.04521e+06
mass 4695.71, q2 7.07179e+06
mass 5179.73, q2 1.32056e+06
mass 5515.79, q2 1.11132e+06
mass 4632.36, q2 2.78348e+06
mass 3665.17, q2 842698
mass 4986.95, q2 734845
mass 3502.83, q2 892878
mass 4764.65, q2 1.78293e+06
mass 4288.77, q2 2.18363e+06
mass 4280.12, q2 5.33384e+06
mass 3305.97, q2 1.11999e+06
mass 4224.9, q2 2.6994e+06
mass 4722.91, q2 4.54596e+06
mass 5679.92, q2 2.86508e+06
mass 5491.85, q2 2.34096e+06
mass 3634.7, q2 3.45568e+06
mass 3765.53, q2 3.2182e+06
mass 4629.25, q2 5.75283e+06
mass 4631.1, q2 2.7184e+06
mass 5020.05, q2 1.82002e+06
mass 3615.36, q2 357497
mass 5351.77, q2 2.97939e+06
mass 5509.59, q2 1.32683e+06
mass 5480.63, q2 4.78037e+06
mass 4491.53, q2 1.82389e+06
mass 4634, q2 1.33001e+06
mass 4469.11, q2 3.32686e+06
mass 3414.53, q2 1.6117e+06
mass 4575.59, q2 504586
mass 4229.44, q2 4.79091e+06
mass 4507.59, q2 5.09417e+06
mass 4649.75, q2 3.44446e+06
mass 4069.01, q2 328663
mass 5810.92, q2 720133
mass 4493.98, q2 2.56752e+06
mass 3712.32, q2 2.39573e+06
mass 4337.91, q2 4.25668e+06
mass 6327.11, q2 -100189
mass 4774.78, q2 1.89898e+06
mass 3840.41, q2 655387
mass 3875.32, q2 3.01668e+06
mass 4037.63, q2 4.52535e+06
mass 5183.72, q2 2.69968e+06
mass 4376.54, q2 1.48399e+06
mass 4581.1, q2 2.12749e+06
mass 3433.45, q2 5.68306e+06
mass 4786.98, q2 3.30102e+06
mass 3945.02, q2 3.07757e+06
mass 4035.21, q2 9.87747e+06
mass 4886.87, q2 4.69391e+06
mass 4528.76, q2 3.85963e+06
mass 4597.14, q2 899778
mass 3776.4, q2 1.90745e+06
mass 5657.02, q2 5.55716e+06
mass 3705.51, q2 1.38541e+06
mass 3172.47, q2 5.3951e+06
mass 3441.49, q2 1.03752e+06
mass 3352.68, q2 2.43994e+06
mass 4293, q2 2.43423e+06
mass 3575.18, q2 2.04857e+06
mass 4282.68, q2 2.10376e+06
mass 4691.45, q2 6.56942e+06
mass 3408.97, q2 1.26759e+06
mass 4602.15, q2 2.47254e+06
mass 5425.08, q2 2.26161e+06
mass 5122.58, q2 2.71012e+06
mass 6210.44, q2 661604
mass 4285.4, q2 6.24896e+06
mass 4423.6, q2 4.46961e+06
mass 4300.54, q2 248111
mass 4512.92, q2 1.35216e+06
mass 4358.17, q2 357272
mass 3876.96, q2 1.32146e+06
mass 4581.43, q2 8.85744e+06
mass 4632.39, q2 1.30853e+06
mass 4646.76, q2 4.91016e+06
mass 4756.23, q2 5.26834e+06
mass 5608.54, q2 936896
mass 5577.88, q2 802406
mass 4863.22, q2 2.15271e+06
mass 5690.54, q2 1.45582e+06
mass 4843.6, q2 2.85277e+06
mass 5438.01, q2 2.98842e+06
mass 4405.5, q2 2.75578e+06
mass 4658.46, q2 2.64022e+06
mass 5485.65, q2 474663
mass 4148.46, q2 1.405e+06
mass 5677.37, q2 1.57258e+06
mass 5109.07, q2 2.62393e+06
mass 3927.36, q2 1.86219e+06
mass 4202.73, q2 2.42519e+06
mass 5170.37, q2 5.1798e+06
mass 3084.97, q2 1.08763e+06
mass 4857.8, q2 2.1433e+06
mass 4216.15, q2 4.23544e+06
mass 5001.82, q2 887945
mass 3826.5, q2 1.61532e+06
mass 4201.91, q2 3.91963e+06
mass 4653.97, q2 2.43505e+06
mass 3359.93, q2 2.98083e+06
mass 4906.74, q2 3.65867e+06
mass 7683.47, q2 -6.99569e+06
mass 5500.64, q2 598919
mass 5471.89, q2 346428
mass 4245.45, q2 2.09932e+06
mass 3958.13, q2 1.57169e+06
mass 4501.66, q2 1.12792e+06
mass 4827.8, q2 2.50626e+06
mass 4934.78, q2 2.80109e+06
mass 5042.47, q2 885853
mass 5034.86, q2 2.20727e+06
mass 5015.25, q2 2.9639e+06
mass 4774.5, q2 2.52185e+06
mass 4447.67, q2 232603
mass 6777.85, q2 3.34376e+06
mass 6490.17, q2 -1.03552e+06
mass 3781.43, q2 3.63465e+06
mass 4963.71, q2 4.44855e+06
mass 5098.66, q2 2.70925e+06
mass 3714.89, q2 1.0157e+06
mass 4352.41, q2 903912
mass 4689.94, q2 1.60798e+06
mass 5619.88, q2 2.36509e+06
mass 4464.31, q2 4.17363e+06
mass 4057.83, q2 2.34215e+06
mass 5193.53, q2 4.99221e+06
mass 3392.94, q2 874395
mass 4582.21, q2 4.46938e+06
mass 4180.77, q2 3.44704e+06
mass 4256.19, q2 4.91929e+06
mass 4370.71, q2 2.18182e+06
mass 3824.26, q2 8.12018e+06
mass 3618.48, q2 2.72856e+06
mass 3843.93, q2 7.69003e+06
mass 4263.24, q2 2.03499e+06
mass 4687.35, q2 6.09142e+06
mass 4379.76, q2 894810
mass 4097.38, q2 2.21727e+06
mass 3783.27, q2 6.62758e+06
mass 4170.9, q2 2.46874e+06
mass 4428.47, q2 7.33272e+06
mass 5147.01, q2 2.4946e+06
mass 5219.26, q2 6.66674e+06
mass 5534.52, q2 -607676
mass 4026.28, q2 5.9517e+06
mass 4559.97, q2 3.77478e+06
mass 4108.95, q2 838760
mass 3368.38, q2 1.89673e+06
mass 5492.37, q2 4.56436e+06
mass 3674.12, q2 8.37669e+06
mass 4684.84, q2 3.33254e+06
mass 3505.08, q2 1.96185e+06
mass 4534.69, q2 3.15084e+06
mass 6221.15, q2 -2.99332e+06
mass 4413.8, q2 3.08083e+06
mass 4284.5, q2 5.86942e+06
mass 4539.76, q2 99517
mass 4336.46, q2 8.98063e+06
mass 5372.44, q2 3.75441e+06
mass 3972.23, q2 1.28903e+06
mass 3838.04, q2 1.65103e+06
mass 4149.66, q2 1.04268e+06
mass 4427.67, q2 6.42608e+06
mass 4358.01, q2 5.05213e+06
mass 5752.26, q2 2.37504e+06
mass 3559.32, q2 685492
mass 3705.94, q2 5.60388e+06
mass 4848.61, q2 90059
mass 5255.03, q2 4.33824e+06
mass 4416.75, q2 3.12596e+06
mass 4182.63, q2 1.42299e+06
mass 4613.06, q2 765106
mass 5060.62, q2 2.47559e+06
mass 4524.54, q2 1.21548e+06
mass 4179.87, q2 2.36808e+06
mass 3381.58, q2 2.3048e+06
mass 5199.69, q2 3.96966e+06
mass 3568.08, q2 2.98736e+06
mass 4187.62, q2 873485
mass 5772.87, q2 1.64657e+06
mass 5050.58, q2 4.82546e+06
mass 4398.43, q2 3.80141e+06
mass 4827.78, q2 3.42772e+06
mass 4199.82, q2 3.3104e+06
mass 5186.08, q2 2.33816e+06
mass 3995.73, q2 910919
mass 3868, q2 1.39632e+06
mass 4716.39, q2 2.01398e+06
mass 4584.34, q2 5.87153e+06
mass 4155.96, q2 494655
mass 4877, q2 1.81233e+06
mass 4179.02, q2 3.96542e+06
mass 3518.04, q2 2.70616e+06
mass 3761.32, q2 754104
mass 4294.58, q2 9.9732e+06
mass 4205.19, q2 3.8625e+06
mass 4458.83, q2 3.71482e+06
mass 5102.83, q2 419545
mass 5008.79, q2 1.19369e+06
mass 4458.29, q2 5.48277e+06
mass 6300.01, q2 -516489
mass 5040.9, q2 3.05811e+06
mass 3749.39, q2 499945
mass 4757.17, q2 1.70032e+06
mass 3188.45, q2 3.06169e+06
mass 4615.81, q2 5.94236e+06
mass 4889.04, q2 560398
mass 4115.25, q2 491805
mass 4328.96, q2 6.31027e+06
mass 3088.68, q2 2.14431e+06
mass 3982.91, q2 5.11891e+06
