
[1mRooFit v3.60 -- Developed by Wouter Verkerke and David Kirkby[0m 
                Copyright (C) 2000-2013 NIKHEF, University of California & Stanford University
                All rights reserved, please read http://roofit.sourceforge.net/license.txt

 10 ./Templater
 10 -in
 10 -conf
 10 -flag
 10 -mc
 10 -ff
Configuring
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyTauCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyBMCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 1 :: for param :: applyIsoCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMass
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 11 :: for param :: nBinsQsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 10 :: for param :: nBinsEmu
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMMsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: doPhiPi
Setting output 
 Entering Do Template 
-------------------------
Set LHCb Style - Feb 2012
-------------------------
Going to write output file :: output/RootOutp_MCAll_bin0_NorBIsoPIDCutBsDsDs_Weight.root
 /afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root
TFile**		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root	
 TFile*		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root	
  KEY: TTree	DecayTree;1	tree with weights
nentries = 2986
With weight = ( McorrDsst > 3000 && McorrDsst < 8000 && (Ds_MM>1940 && Ds_MM<2000) && sq > 0. && ( Kpl_P>5000 && Kmi_P>5000 && pi_P>5000 && (Kpl_PT>800 || Kmi_PT>800 || pi_PT>800) && Ds_PT>2000 && Bs_0_BDTS_DOCA<0.50 && Bs_0_FDCHI2_TOPPV>50 && 1940<Ds_MM && 2000>Ds_MM  )  && ( mu_PIDmu > 0) && (mu_iso_MinBDT_Long>-0.5) )*sigw
2986
--- ... Processing event: 0
mass 4309.56, q2 3.10769e+06
mass 4708.61, q2 3.17622e+06
mass 5813.19, q2 3.70885e+06
mass 4810.7, q2 3.60234e+06
mass 5138.65, q2 1.079e+06
mass 4703.07, q2 833500
mass 5085.29, q2 4.11691e+06
mass 4857.67, q2 6.51795e+06
mass 3333.95, q2 3.15708e+06
mass 4106.49, q2 210017
mass 4123.25, q2 4.25975e+06
mass 4541.68, q2 3.35117e+06
mass 4005.57, q2 6.27076e+06
mass 3933.55, q2 2.20398e+06
mass 5218.24, q2 4.69664e+06
mass 4479.04, q2 7.94078e+06
mass 4168.65, q2 6.35806e+06
mass 3955.55, q2 3.10925e+06
mass 5396.35, q2 1.96059e+06
mass 4530.46, q2 3.73449e+06
mass 4138.14, q2 1.78846e+06
mass 4150.88, q2 8.05916e+06
mass 4656.42, q2 1.43448e+06
mass 5412.25, q2 2.7599e+06
mass 5305.08, q2 3.26304e+06
mass 4904.52, q2 1.17921e+06
mass 4057.83, q2 745826
mass 3985.6, q2 2.90983e+06
mass 4195.26, q2 716475
mass 5452.67, q2 492794
mass 4386.25, q2 3.25171e+06
mass 4249.9, q2 4.1946e+06
mass 5730.57, q2 1.02905e+06
mass 4893.13, q2 3.49796e+06
mass 4652.55, q2 669078
mass 4648.59, q2 2.87345e+06
mass 5260.11, q2 3.08098e+06
mass 5104.47, q2 4.71569e+06
mass 4636.69, q2 3.54099e+06
mass 4589.17, q2 6.3943e+06
mass 3472.21, q2 3.02307e+06
mass 4287.93, q2 3.06553e+06
mass 3231.88, q2 1.85804e+06
mass 3308.78, q2 2.72772e+06
mass 4490.9, q2 3.06428e+06
mass 4544.5, q2 2.37159e+06
mass 4302.43, q2 1.91052e+06
mass 5059.51, q2 562431
mass 3859.24, q2 1.55512e+06
mass 3623.89, q2 942223
mass 4276.09, q2 2.40478e+06
mass 4222.8, q2 2.43883e+06
mass 7627.7, q2 -8.31237e+06
mass 4101.94, q2 4.07767e+06
mass 4619.76, q2 2.39098e+06
mass 4494.67, q2 887610
mass 4367.16, q2 6.3549e+06
mass 5117.13, q2 4.34145e+06
mass 4194.81, q2 899935
mass 3963.16, q2 1.22364e+06
mass 4317.85, q2 692941
mass 6272.76, q2 4.14692e+06
mass 5060.99, q2 5.9341e+06
mass 3886.02, q2 3.28266e+06
mass 4967.02, q2 728825
mass 4288.36, q2 6.17237e+06
mass 5235.75, q2 175781
mass 4651.76, q2 1.70022e+06
mass 3756.14, q2 5.53375e+06
mass 4463.28, q2 2.86042e+06
mass 5433.08, q2 690306
mass 4639.07, q2 2.64716e+06
mass 3971.16, q2 6.48817e+06
mass 4794.34, q2 226488
mass 4161.31, q2 3.74782e+06
mass 3701.37, q2 341428
mass 4736.59, q2 3.44265e+06
mass 4831.97, q2 3.85436e+06
mass 3251.47, q2 1.61766e+06
mass 4128.29, q2 5.29288e+06
mass 4756.69, q2 127049
mass 4773.21, q2 1.03824e+07
mass 5114.9, q2 1.50865e+06
mass 4146.99, q2 2.1031e+06
mass 4892.14, q2 3.33269e+06
mass 4267.68, q2 1.28024e+06
mass 4606.33, q2 3.1673e+06
mass 4773.32, q2 124867
mass 5393.07, q2 2.79215e+06
mass 5323.36, q2 659393
mass 3382.48, q2 1.03295e+06
mass 5200.98, q2 1.63612e+06
mass 4101.73, q2 8.30913e+06
mass 5152.58, q2 2.51527e+06
mass 5052, q2 3.28905e+06
mass 4377.4, q2 4.80564e+06
mass 5490.85, q2 4.50771e+06
mass 5120.26, q2 620247
mass 4057.13, q2 4.98795e+06
mass 5076.22, q2 7.39998e+06
mass 4332.92, q2 6.33295e+06
mass 4419.85, q2 2.51718e+06
mass 4419.59, q2 1.99213e+06
mass 4576.55, q2 3.15685e+06
mass 3437.85, q2 861041
mass 4040.18, q2 6.19038e+06
mass 4001.24, q2 1.17443e+06
mass 3700.27, q2 2.16414e+06
mass 3774.02, q2 1.47942e+06
mass 5522.46, q2 3.0021e+06
mass 4974.19, q2 1.89975e+06
mass 8811.4, q2 -1.5e+07
mass 5482.4, q2 173749
mass 5077.69, q2 1.44482e+06
mass 4712.88, q2 1.30872e+06
mass 4511.09, q2 2.42058e+06
mass 4244.99, q2 2.32296e+06
mass 6489.96, q2 6.20278e+06
mass 4978.84, q2 3.93371e+06
mass 5175.54, q2 2.59188e+06
mass 4341.12, q2 1.88299e+06
mass 3749.97, q2 3.6022e+06
mass 3373.36, q2 7.28295e+06
mass 4295.58, q2 791921
mass 4543.92, q2 3.78294e+06
mass 4550.44, q2 3.50897e+06
mass 5517.67, q2 5.22154e+06
mass 4985.63, q2 5.96956e+06
mass 4977.7, q2 1.53773e+06
mass 3544.83, q2 2.95402e+06
mass 3522.8, q2 1.74627e+06
mass 4297.27, q2 2.07697e+06
mass 5321.63, q2 4.18398e+06
mass 4153.53, q2 2.00517e+06
mass 5227.27, q2 764660
mass 5447.11, q2 987298
mass 3835.96, q2 6.42859e+06
mass 7702.33, q2 4.2464e+06
mass 4747, q2 1.55183e+06
mass 5170.05, q2 3.37685e+06
mass 4213.49, q2 6.5331e+06
mass 4742.11, q2 5.12035e+06
mass 4611.41, q2 781537
mass 5201.34, q2 4.39436e+06
mass 4337.78, q2 3.29547e+06
mass 4394.39, q2 3.18212e+06
mass 4126.42, q2 3.3581e+06
mass 5306.95, q2 2.27112e+06
mass 4789.98, q2 262925
mass 3677.76, q2 1.34741e+06
mass 4793.63, q2 6.75817e+06
mass 5267.16, q2 1.39263e+06
mass 4828.65, q2 146265
mass 5260.41, q2 1.22877e+06
mass 4369.99, q2 4.93779e+06
mass 4067.27, q2 5.26623e+06
mass 4384.85, q2 1.75816e+06
mass 4691.23, q2 4.18478e+06
mass 4722.89, q2 5.9671e+06
mass 6335.37, q2 -332035
mass 5246.99, q2 4.62008e+06
mass 3364.09, q2 1.6341e+06
mass 3943.49, q2 1.16147e+06
mass 5232.7, q2 1.94904e+06
mass 4751.29, q2 321585
mass 4277.24, q2 1.83029e+06
mass 4376.79, q2 2.26812e+06
mass 5479.81, q2 1.48634e+06
mass 5011.97, q2 427984
mass 3762.14, q2 739922
mass 3929.78, q2 2.95631e+06
mass 4489.48, q2 2.06674e+06
mass 3314.25, q2 1.33472e+06
mass 4633.18, q2 1.54898e+06
mass 6249.97, q2 -2.52943e+06
mass 4255.3, q2 2.05413e+06
mass 4789.39, q2 1.61471e+06
mass 5361.18, q2 1.3763e+06
mass 4688.36, q2 1.40272e+06
mass 5183.02, q2 2.90269e+06
mass 4024.09, q2 5.05464e+06
mass 3794.72, q2 2.8246e+06
mass 5589.82, q2 2.07629e+06
mass 4831.61, q2 3.83027e+06
mass 5234.57, q2 1.00284e+06
mass 4105.12, q2 2.91345e+06
mass 4104.27, q2 3.19595e+06
mass 4646.66, q2 4.1957e+06
mass 4832.42, q2 566416
mass 4688.29, q2 925596
mass 4692.02, q2 785105
mass 3229.91, q2 1.89918e+06
mass 4064.8, q2 1.28526e+06
mass 4405.23, q2 1.0172e+07
mass 3735.93, q2 6.78897e+06
mass 5410.45, q2 3.14823e+06
mass 3643.4, q2 1.46584e+06
mass 3503.6, q2 1.03273e+06
mass 4695.42, q2 4.09234e+06
mass 4513.28, q2 1.70437e+06
mass 4480.52, q2 850475
mass 4809.92, q2 5.65302e+06
mass 4844.47, q2 4.87932e+06
mass 3671.39, q2 2.53003e+06
mass 5607.78, q2 4.69234e+06
mass 4933.03, q2 2.31148e+06
mass 5349, q2 238009
mass 4834.17, q2 3.36785e+06
mass 4747.43, q2 6.72514e+06
mass 5785.71, q2 3.06261e+06
mass 4711.95, q2 4.69823e+06
mass 5189.07, q2 4.64221e+06
mass 3187.17, q2 1.39185e+06
mass 3125.32, q2 728870
mass 4858, q2 4.22576e+06
mass 4541.52, q2 759746
mass 6690.05, q2 3.94513e+06
mass 4565.79, q2 1.95012e+06
mass 5284.82, q2 5.36456e+06
mass 4169.38, q2 3.9441e+06
mass 4212.76, q2 5.43495e+06
mass 4479.71, q2 3.4681e+06
mass 5298, q2 219947
mass 3907.22, q2 1.74828e+06
mass 5140.84, q2 2.45874e+06
mass 3471.41, q2 1.95115e+06
mass 5057.07, q2 2.87386e+06
mass 4920.86, q2 5.39386e+06
mass 4481.11, q2 2.47579e+06
mass 4601.27, q2 5.40162e+06
mass 4345.79, q2 4.39506e+06
mass 4455.95, q2 3.677e+06
mass 4155.99, q2 4.32918e+06
mass 5354.84, q2 555940
mass 5426.1, q2 4.24453e+06
mass 5032.04, q2 2.28905e+06
mass 5486.8, q2 5.23155e+06
mass 4887.61, q2 3.06469e+06
mass 4773.12, q2 1.78809e+06
mass 5272.82, q2 2.36917e+06
mass 4894.61, q2 2.49396e+06
mass 3828.3, q2 3.56885e+06
mass 5171.87, q2 279244
mass 4178.55, q2 2.07423e+06
mass 4715.04, q2 2.70283e+06
mass 4283.34, q2 4.86791e+06
mass 4229.68, q2 2.9876e+06
mass 4507.22, q2 3.97539e+06
mass 4437.33, q2 4.43849e+06
mass 4897.56, q2 392230
mass 5212.04, q2 4.8864e+06
mass 4638.82, q2 2.89517e+06
mass 5110.34, q2 1.8454e+06
mass 4366.84, q2 7.3013e+06
mass 4373.11, q2 1.50885e+06
mass 3566.97, q2 3.86189e+06
mass 4524.7, q2 5.28e+06
mass 4267.04, q2 3.12057e+06
mass 4313.69, q2 5.85979e+06
mass 4385.92, q2 1.15976e+06
mass 4043.57, q2 3.18471e+06
mass 4202.98, q2 3.85891e+06
mass 4692.82, q2 1.82414e+06
mass 4666.83, q2 1.87606e+06
mass 3856.66, q2 6.1461e+06
mass 4537.85, q2 1.7562e+06
mass 3949.58, q2 8.27257e+06
mass 4259.61, q2 1.76955e+06
mass 3787.38, q2 2.36551e+06
mass 4060.64, q2 6.74335e+06
mass 4375.02, q2 2.04472e+06
mass 4473.54, q2 1.99598e+06
mass 3445.01, q2 2.52839e+06
mass 4271.42, q2 7.87081e+06
mass 4172.49, q2 704734
mass 4723.6, q2 3.99601e+06
mass 3267.22, q2 2.16517e+06
mass 4312.69, q2 3.10198e+06
mass 4255.98, q2 221988
mass 4411.3, q2 1.45286e+06
mass 3505.76, q2 1.65901e+06
mass 4695.76, q2 7.34838e+06
mass 4704.47, q2 4.30329e+06
mass 4167.65, q2 3.42009e+06
mass 4207.53, q2 2.42996e+06
mass 3407.65, q2 1.26326e+06
mass 4493.1, q2 4.09911e+06
mass 3644.94, q2 2.41481e+06
mass 3708.74, q2 909376
mass 4180.45, q2 1.14272e+06
mass 3802.92, q2 6.72444e+06
mass 6619.19, q2 4.02911e+06
mass 3786.52, q2 637541
mass 6179.55, q2 3.77419e+06
mass 3938.81, q2 2.8116e+06
mass 6296.8, q2 2.50447e+06
mass 4635.3, q2 706239
mass 4146.04, q2 1.7958e+06
mass 4637.9, q2 2.12107e+06
mass 5040.85, q2 9.06212e+06
mass 3905.67, q2 1.73966e+06
mass 4722.29, q2 2.959e+06
mass 4329.62, q2 871016
mass 6000.51, q2 4.43514e+06
mass 3889.32, q2 2.04535e+06
mass 5486.06, q2 103081
mass 4663.28, q2 2.49138e+06
mass 4374.65, q2 3.3991e+06
mass 3974.43, q2 3.25105e+06
mass 5164.71, q2 3.36896e+06
mass 5548.19, q2 4.84959e+06
mass 4897.18, q2 2.66323e+06
mass 4105.52, q2 6.31206e+06
mass 3610, q2 1.52207e+06
mass 4391.99, q2 5.83967e+06
mass 4628.86, q2 4.23428e+06
mass 4738.51, q2 2.90262e+06
mass 4042.57, q2 100292
mass 4128.2, q2 4.00238e+06
mass 4469.61, q2 774526
mass 4964.57, q2 1.71921e+06
mass 4468.62, q2 2.15841e+06
mass 4325.47, q2 2.15623e+06
mass 4517.94, q2 2.50671e+06
mass 3944.44, q2 1.89864e+06
mass 4047.81, q2 5.7934e+06
mass 3531.37, q2 963638
mass 4682.14, q2 2.22977e+06
mass 4054.33, q2 3.93594e+06
mass 4952.94, q2 4.42883e+06
mass 3511.85, q2 697549
mass 4374.98, q2 2.12094e+06
mass 6131.11, q2 -1.42921e+06
mass 3694.78, q2 1.79585e+06
mass 4493.44, q2 5.39391e+06
mass 4524.74, q2 2.11513e+06
mass 4002.1, q2 2.36489e+06
mass 4649.12, q2 3.65968e+06
mass 4239.61, q2 4.23082e+06
mass 3559.64, q2 2.05915e+06
mass 4440.48, q2 2.74368e+06
mass 4644.16, q2 2.91934e+06
mass 4511.07, q2 971174
mass 4365.22, q2 6.4933e+06
mass 4388.77, q2 1.73281e+06
mass 3730.65, q2 3.17085e+06
mass 4112.91, q2 2.51483e+06
mass 4871.76, q2 3.69699e+06
mass 4507.89, q2 2.35666e+06
mass 4288.08, q2 1.32656e+06
mass 3663.39, q2 3.06345e+06
mass 4475.3, q2 4.64494e+06
mass 4682.8, q2 1.35064e+06
mass 4254.19, q2 1.83107e+06
mass 4668.57, q2 1.79131e+06
mass 4711.93, q2 3.60388e+06
mass 4789.94, q2 5.40897e+06
mass 5401.1, q2 1.75996e+06
mass 4875.3, q2 837434
mass 3716.09, q2 5.3421e+06
mass 4740.2, q2 3.3788e+06
mass 6435.51, q2 -1.57117e+06
mass 4874.32, q2 1.79759e+06
mass 4469.06, q2 3.61011e+06
mass 3256.8, q2 1.52333e+06
mass 4604.81, q2 2.28672e+06
mass 4347.52, q2 7.8064e+06
mass 4419.99, q2 1.87003e+06
mass 4757.88, q2 4.74251e+06
mass 5151.11, q2 3.72562e+06
mass 4477.86, q2 1.40344e+06
mass 4405.18, q2 2.50129e+06
mass 5449.89, q2 -40858.9
mass 4353.85, q2 2.95337e+06
mass 4889.85, q2 195410
mass 3509.12, q2 2.4722e+06
mass 5434.97, q2 4.00445e+06
mass 5015.92, q2 6.13051e+06
mass 4989.49, q2 1.81719e+06
mass 4286.36, q2 4.8039e+06
mass 4329.87, q2 5.0911e+06
mass 3473.84, q2 2.36236e+06
mass 4244.2, q2 4.66e+06
mass 5183.2, q2 109977
mass 3352.43, q2 8.64951e+06
mass 3865.23, q2 4.86787e+06
mass 4574.15, q2 483053
mass 4348.24, q2 165207
mass 5412.12, q2 1.80483e+06
mass 3917.22, q2 1.40362e+06
mass 4522.43, q2 3.63536e+06
mass 5429.64, q2 4.8059e+06
mass 5161.46, q2 4.60444e+06
mass 4770.71, q2 1.83e+06
mass 4295.87, q2 4.79497e+06
mass 5231.15, q2 4.0886e+06
mass 5049.07, q2 1.88858e+06
mass 5966.32, q2 -1.10994e+06
mass 4840.76, q2 3.25828e+06
mass 4661.78, q2 5.91651e+06
mass 4361.11, q2 3.38689e+06
mass 5146.21, q2 1.37837e+06
mass 5020.99, q2 991117
mass 3532.99, q2 8.87041e+06
mass 4612.72, q2 1.11067e+06
mass 6057.2, q2 6.39607e+06
mass 3823.27, q2 5.23713e+06
mass 5497.41, q2 129272
mass 5758.09, q2 1.69187e+06
mass 6603.43, q2 7.14823e+06
mass 4107.44, q2 1.19844e+06
mass 4782.47, q2 2.58028e+06
mass 4499.21, q2 7.53632e+06
mass 5302.59, q2 3.38243e+06
mass 4367.08, q2 3.12478e+06
mass 4153.16, q2 9.95085e+06
mass 4789.78, q2 6.17851e+06
mass 3255.35, q2 1.9606e+06
mass 4056.2, q2 2.47448e+06
mass 4695.52, q2 4.73908e+06
mass 4063.49, q2 6.45802e+06
mass 3699.92, q2 2.2651e+06
mass 3764.85, q2 963497
mass 5354.15, q2 4.00809e+06
mass 3389.12, q2 1.03259e+06
mass 3376.42, q2 981590
mass 4242.73, q2 4.68689e+06
mass 4139.81, q2 3.41088e+06
mass 5550.41, q2 4.39004e+06
mass 4312.22, q2 3.9871e+06
mass 4704.55, q2 1.21394e+06
mass 4460.4, q2 2.29408e+06
mass 4741.18, q2 6.27552e+06
mass 5378.41, q2 5.81239e+06
mass 4992.09, q2 8.79439e+06
mass 5396.22, q2 1.27779e+06
mass 4770.22, q2 1.69136e+06
mass 5192.35, q2 1.66425e+06
mass 5537.21, q2 1.3597e+06
mass 4494.22, q2 3.19869e+06
mass 4223.34, q2 3.74843e+06
mass 4693.93, q2 1.13323e+06
mass 5495.52, q2 2.52337e+06
mass 4743.47, q2 2.50753e+06
mass 4952.45, q2 1.40315e+06
mass 4389.99, q2 671033
mass 4635.28, q2 3.73897e+06
mass 5579.41, q2 6.13842e+06
mass 5208.9, q2 73446.6
mass 4799.58, q2 7.54731e+06
mass 4999.59, q2 4.29665e+06
mass 4017.16, q2 6.94588e+06
mass 5440.04, q2 5.40242e+06
mass 6111.93, q2 9.81673e+06
mass 3100.5, q2 4.51897e+06
mass 4349.45, q2 190493
mass 4581.37, q2 5.84671e+06
mass 4530.4, q2 1.20541e+06
mass 4343.56, q2 2.89242e+06
mass 4312.48, q2 1.85443e+06
mass 4868.66, q2 2.6571e+06
mass 5603.87, q2 -476525
mass 3948.92, q2 2.89186e+06
mass 4645.33, q2 2.85137e+06
mass 4271.07, q2 1.05721e+06
mass 5625.87, q2 -238705
mass 4080.07, q2 7.808e+06
mass 4788.06, q2 2.39248e+06
mass 5764.52, q2 736047
mass 4861.63, q2 3.06963e+06
mass 4313.04, q2 564567
mass 5746.03, q2 169766
mass 4099.42, q2 2.46315e+06
mass 5377.85, q2 4.50334e+06
mass 3897.76, q2 2.00102e+06
mass 4432.5, q2 4.71858e+06
mass 4376.22, q2 1.44744e+06
mass 4274.62, q2 2.86901e+06
mass 3764.54, q2 1.71564e+06
mass 5564.75, q2 2.84775e+06
mass 3705.09, q2 2.02452e+06
mass 5051.23, q2 1.25763e+06
mass 4280.77, q2 1.93697e+06
mass 5427.32, q2 578173
mass 4192.57, q2 3.72934e+06
mass 4420.46, q2 3.73447e+06
mass 4749.11, q2 2.63109e+06
mass 3595.83, q2 2.7264e+06
mass 4934.58, q2 1.67666e+06
mass 4951.48, q2 3.78992e+06
mass 4401.4, q2 7.41123e+06
mass 5516.1, q2 922732
mass 4199.21, q2 2.2967e+06
mass 5285.48, q2 805193
mass 5413.52, q2 7.68045e+06
mass 4939.4, q2 2.09204e+06
mass 5181.42, q2 2.08716e+06
mass 3877.95, q2 1.08336e+06
mass 4929.71, q2 3.29909e+06
mass 4814.58, q2 777085
mass 4364.02, q2 1.44034e+06
mass 5787.44, q2 6.5441e+06
mass 4920.44, q2 2.15701e+06
mass 3611.85, q2 5.8042e+06
mass 4305.09, q2 1.93262e+06
mass 4527.39, q2 1.24184e+06
mass 3981.67, q2 979784
mass 5468.5, q2 -262124
mass 4723.92, q2 2.04036e+06
mass 5573.78, q2 1.28512e+06
mass 4153.66, q2 2.23776e+06
mass 3778.5, q2 1.33786e+06
mass 4452.06, q2 9.85365e+06
mass 4102.66, q2 3.84645e+06
mass 4394.9, q2 6.45629e+06
mass 4815.02, q2 6.16533e+06
mass 4209.04, q2 2.54062e+06
mass 5438.56, q2 4.15896e+06
mass 4070.63, q2 2.58374e+06
mass 5064.07, q2 3.70479e+06
mass 5441.67, q2 400615
mass 4496.65, q2 1.77381e+06
mass 3949, q2 4.57785e+06
mass 5552.76, q2 -542702
mass 3853.22, q2 2.11e+06
mass 5258.7, q2 4.00734e+06
mass 4219.63, q2 4.14603e+06
mass 5924.28, q2 3.79742e+06
mass 4072.84, q2 4.96359e+06
mass 4413.41, q2 5.16551e+06
mass 3717.23, q2 1.82449e+06
mass 4234.04, q2 1.19877e+06
mass 3782.79, q2 1.98064e+06
mass 6113.64, q2 8.36175e+06
mass 4244.39, q2 3.52371e+06
mass 4990.38, q2 1.70391e+06
mass 4091.36, q2 1.66833e+06
mass 5111.22, q2 478575
mass 3694.15, q2 2.31494e+06
mass 4898.29, q2 3.00322e+06
mass 4975.99, q2 1.23996e+06
mass 5154.06, q2 1.92195e+06
mass 6139.93, q2 5.99992e+06
mass 5902.56, q2 351801
mass 4763.07, q2 2.50798e+06
mass 4403.64, q2 1.26148e+06
mass 4587.9, q2 3.67844e+06
mass 5364.67, q2 3.09309e+06
mass 4570.89, q2 2.76798e+06
mass 4284.78, q2 1.16585e+06
mass 4756.22, q2 4.72215e+06
mass 4216.62, q2 1.81419e+06
mass 4555.24, q2 809122
mass 4934.81, q2 3.30308e+06
mass 4522.23, q2 4.4799e+06
mass 5593.92, q2 3.88464e+06
mass 3387.51, q2 1.30561e+06
mass 4295.45, q2 1.2388e+06
mass 4143.63, q2 1.19831e+06
mass 4811.69, q2 2.55375e+06
mass 5731.89, q2 5.84809e+06
mass 4520.91, q2 2.58456e+06
mass 3655.91, q2 2.31546e+06
mass 4336.65, q2 3.70398e+06
mass 4567.69, q2 425633
mass 4389.69, q2 8.91523e+06
mass 5394.74, q2 1.55559e+06
mass 4580.68, q2 4.72593e+06
mass 5230.52, q2 4.7381e+06
mass 4620.73, q2 1.87649e+06
mass 3729.33, q2 2.18585e+06
mass 3759.09, q2 1.66434e+06
mass 4351.74, q2 132400
mass 5488.48, q2 171831
mass 4114.45, q2 1.89315e+06
mass 4059.17, q2 5.19419e+06
mass 4217.04, q2 130288
mass 4741.74, q2 1.14571e+06
mass 4000.67, q2 1.50144e+06
mass 4054.36, q2 1.57672e+06
mass 4503, q2 2.44617e+06
mass 3222.46, q2 1.27506e+06
mass 4735.28, q2 2.62592e+06
mass 4161.5, q2 1.79634e+06
mass 5335.47, q2 2.10466e+06
mass 4212.07, q2 9.42906e+06
mass 3989.26, q2 1.03045e+06
mass 4644.96, q2 2.07477e+06
mass 5729.42, q2 -706343
mass 4375.35, q2 2.21353e+06
mass 5414.78, q2 -35241.8
mass 4064.13, q2 2.37525e+06
mass 6620.96, q2 2.04502e+06
mass 3564.18, q2 3.11732e+06
mass 5365.67, q2 616893
mass 4543.68, q2 1.23865e+06
mass 3412.61, q2 8.89789e+06
mass 4285.91, q2 3.63579e+06
mass 3751.09, q2 1.30314e+06
mass 4280.72, q2 4.59364e+06
mass 3991.46, q2 2.28123e+06
mass 3538.89, q2 896594
mass 4873.66, q2 2.89658e+06
mass 5575.89, q2 4.25226e+06
mass 4169.7, q2 1.60376e+06
mass 4424.28, q2 759819
mass 4657.09, q2 3.12594e+06
mass 4390.79, q2 2.38231e+06
mass 4505.32, q2 2.63917e+06
mass 4776.65, q2 5.79997e+06
mass 5392.95, q2 3.21404e+06
mass 4855.53, q2 1.23082e+06
mass 5598.24, q2 2.99143e+06
mass 5488.59, q2 345329
mass 4795.93, q2 1.74596e+06
mass 4325.43, q2 497766
mass 3683.01, q2 1.98941e+06
mass 4147.2, q2 900358
mass 4867.96, q2 3.08821e+06
mass 4321.63, q2 2.7586e+06
mass 4847.53, q2 7.21976e+06
mass 5280.25, q2 4.48126e+06
mass 4767.54, q2 2.57577e+06
mass 4700.01, q2 3.62066e+06
mass 5522.67, q2 534030
mass 5573.09, q2 1.47514e+06
mass 5463.9, q2 1.84676e+06
mass 4555.86, q2 7.19566e+06
mass 4133.66, q2 166334
mass 4575.34, q2 982744
mass 4933.56, q2 5.19299e+06
mass 3683.85, q2 1.29737e+06
mass 4022.44, q2 2.24967e+06
mass 4176.88, q2 8.77407e+06
mass 3968.49, q2 1.5995e+06
mass 5042.99, q2 3.40337e+06
mass 4575.35, q2 6.68648e+06
mass 4732.48, q2 1.40949e+06
mass 4077.27, q2 2.26961e+06
mass 5736.5, q2 748137
mass 3813.58, q2 5.03954e+06
mass 5258.99, q2 981109
mass 3956.15, q2 3.28189e+06
mass 4763.57, q2 2.49994e+06
mass 6296.7, q2 -1.05486e+06
mass 5163.33, q2 1.764e+06
mass 4535.32, q2 3.70855e+06
mass 4435.66, q2 1.11897e+06
mass 4901.56, q2 8.84138e+06
mass 5221.99, q2 6.19034e+06
mass 4910.93, q2 5.62826e+06
mass 4607.68, q2 1.09422e+06
mass 4872.18, q2 2.75014e+06
mass 4810.04, q2 2.52706e+06
mass 4164.01, q2 2.04839e+06
mass 3743.06, q2 7.96383e+06
mass 4591.69, q2 592527
mass 3408.17, q2 2.33726e+06
mass 3913.96, q2 2.45598e+06
mass 3923.88, q2 2.4518e+06
mass 3712.34, q2 1.94872e+06
mass 3940.69, q2 1.8499e+06
mass 5241.12, q2 3.44662e+06
mass 3809.2, q2 3.1947e+06
mass 5224.78, q2 1.84489e+06
mass 4575.97, q2 2.66949e+06
mass 4113.35, q2 4.17809e+06
mass 3900.15, q2 2.79656e+06
mass 4924.79, q2 4.26115e+06
mass 4843.64, q2 2.69825e+06
mass 4438.09, q2 528901
mass 4589.83, q2 2.95563e+06
mass 4009.6, q2 493961
mass 3527.04, q2 2.2812e+06
mass 3550.24, q2 993352
mass 4832.71, q2 2.72451e+06
mass 5620.25, q2 1.33529e+06
mass 4125.58, q2 8.01954e+06
mass 4845.57, q2 4.57431e+06
mass 4382.81, q2 6.58421e+06
mass 3743.53, q2 4.0645e+06
mass 4540.82, q2 2.78951e+06
mass 4669.33, q2 2.11096e+06
mass 5152.91, q2 7.2109e+06
mass 4726.37, q2 3.88229e+06
mass 5230.51, q2 3.82876e+06
mass 5931.55, q2 1.75832e+06
mass 4580.19, q2 4.12914e+06
mass 4195.8, q2 7.9101e+06
mass 3413.25, q2 2.80916e+06
mass 4459.01, q2 7.67929e+06
mass 4224.42, q2 3.22073e+06
