CLs_exp_b_m1	CLs_exp_b_med	CLs_exp_b_m2	chi2	CLb_exp_s_m2	ts	CLb	CLb_exp_s_p2	CLb_exp_s_m1	CLsb	CLb_exp_s_p1	BR	CLs_exp_b_p2	CLb_exp_s_med	CLs_exp_b_p1	CLs
0.0	0.0	1.02327961115e-05	0.0	1.0	-12.0248060165	0.999646	0.999998	1.0	0.001176	1.0	7.6501	0.0	1.0	0.0	0.00117641645142
0.0	0.0	1.22793553339e-05	0.0	1.0	-11.8074287961	0.999676	1.0	1.0	0.00119	1.0	7.7001	0.0	1.0	0.0	0.00119038568496
0.0	0.0	1.02327961115e-05	0.0	1.0	-11.5886049889	0.999658	0.999998	1.0	0.001208	1.0	7.7501	0.0	1.0	0.0	0.00120841327734
0.0	0.0	1.02327961115e-05	0.0	1.0	-11.3683476286	0.999716	0.999998	1.0	0.000958	1.0	7.8001	0.0	1.0	0.0	0.00095827214929
0.0	0.0	4.09311844462e-06	0.0	1.0	-11.1466695499	0.999654	1.0	1.0	0.000946	1.0	7.8501	0.0	1.0	0.0	0.000946327429291
0.0	0.0	6.13967766687e-06	0.0	1.0	-10.9235833933	0.999666	1.0	1.0	0.000894	1.0	7.9001	0.0	1.0	0.0	0.000894298695764
0.0	0.0	1.02327961115e-05	0.0	1.0	-10.6991016088	0.99966	0.999998	1.0	0.000784	1.0	7.9501	0.0	1.0	0.0	0.000784266650661
0.0	0.0	8.18623688924e-06	0.0	1.0	-10.4732364601	0.999708	0.999998	1.0	0.00069	1.0	8.0001	0.0	1.0	0.0	0.000690201538849
0.0	0.0	6.13967766687e-06	0.0	1.0	-10.2460000283	0.999634	1.0	1.0	0.000628	1.0	8.0501	0.0	1.0	0.0	0.000628229932155
0.0	0.0	6.13967766687e-06	0.0	1.0	-10.0174042158	0.999654	1.0	1.0	0.000556	1.0	8.1001	0.0	1.0	0.0	0.000556192442585
0.0	0.0	4.09311844462e-06	0.0	1.0	-9.78746074992	0.999646	1.0	1.0	0.00048	1.0	8.1501	0.0	1.0	0.0	0.000480169980173
0.0	0.0	4.09311844462e-06	0.0	1.0	-9.55618118664	0.999682	0.999996	1.0	0.000474	1.0	8.2001	0.0	1.0	0.0	0.000474150779948
0.0	0.0	8.18623688924e-06	0.0	1.0	-9.32357691384	0.999648	1.0	1.0	0.000438	1.0	8.2501	0.0	1.0	0.0	0.000438154230289
0.0	0.0	1.02327961115e-05	0.0	1.0	-9.08965915484	0.999646	1.0	1.0	0.000408	1.0	8.3001	0.0	1.0	0.0	0.000408144483147
0.0	0.0	2.04655922225e-06	0.0	1.0	-8.85443897167	0.999574	1.0	1.0	0.000378	1.0	8.3501	0.0	1.0	0.0	0.000378161096627
0.0	0.0	4.09311844462e-06	0.0	1.0	-8.61792726834	0.99965	1.0	1.0	0.000372	1.0	8.4001	0.0	1.0	0.0	0.000372130245586
0.0	0.0	0.0	0.0	1.0	-8.38013479392	0.99964	1.0	1.0	0.000324	1.0	8.4501	0.0	1.0	0.0	0.000324116682006
0.0	0.0	4.09311844462e-06	0.0	1.0	-8.14107214564	0.999702	1.0	1.0	0.00028	1.0	8.5001	0.0	1.0	0.0	0.000280083464872
0.0	0.0	2.04655922225e-06	0.0	1.0	-7.9007497719	0.999642	1.0	1.0	0.00026	1.0	8.5501	0.0	1.0	0.0	0.000260093113335
0.0	0.0	0.0	0.0	1.0	-7.6591779751	0.999646	1.0	1.0	0.000238	1.0	8.6001	0.0	1.0	0.0	0.000238084281836
0.0	0.0	0.0	0.0	1.0	-7.41636691455	0.999702	1.0	1.0	0.000262	1.0	8.6501	0.0	1.0	0.0	0.000262078099274
0.0	0.0	4.09311844462e-06	0.0	1.0	-7.17232660924	0.999678	1.0	1.0	0.000218	1.0	8.7001	0.0	1.0	0.0	0.00021807021861
0.0	0.0	0.0	0.0	1.0	-6.92706694047	0.999644	1.0	1.0	0.00016	1.0	8.7501	0.0	1.0	0.0	0.000160056980285
0.0	0.0	0.0	0.0	1.0	-6.68059765455	0.999604	1.0	1.0	0.00014	1.0	8.8001	0.0	1.0	0.0	0.000140055461963
0.0	0.0	4.09311844462e-06	0.0	1.0	-6.43292836536	0.99965	1.0	1.0	0.000158	1.0	8.8501	0.0	1.0	0.0	0.000158055319362
0.0	0.0	0.0	0.0	1.0	-6.18406855681	0.999614	1.0	1.0	0.000142	1.0	8.9001	0.0	1.0	0.0	0.000142054833166
0.0	0.0	0.0	0.0	1.0	-5.93402758534	0.999648	1.0	1.0	0.000146	1.0	8.9501	0.0	1.0	0.0	0.000146051410096
0.0	0.0	2.04655922225e-06	0.0	1.0	-5.6828146823	0.999664	1.0	1.0	0.000104	1.0	9.0001	0.0	1.0	0.0	0.000104034955745
0.0	0.0	0.0	0.0	1.0	-5.43043895623	0.999602	1.0	1.0	0.000106	1.0	9.0501	0.0	1.0	0.0	0.000106042204798
0.0	0.0	0.0	0.0	1.0	-5.17690939521	0.999652	1.0	1.0	5.99999999999e-05	1.0	9.1001	0.0	1.0	0.0	6.00208872687e-05
0.0	0.0	0.0	0.0	1.0	-4.92223486901	0.999652	1.0	1.0	9.4e-05	1.0	9.1501	0.0	1.0	0.0	9.40327233878e-05
0.0	0.0	0.0	0.0	1.0	-4.66642413133	0.999614	1.0	1.0	7.4e-05	1.0	9.2001	0.0	1.0	0.0	7.402857503e-05
0.0	0.0	0.0	0.0	1.0	-4.40948582184	0.999668	1.0	1.0	7.2e-05	1.0	9.2501	0.0	1.0	0.0	7.20239119387e-05
0.0	0.0	0.0	0.0	1.0	-4.15142846831	0.999584	1.0	1.0	7e-05	1.0	9.3001	0.0	1.0	0.0	7.0029132119e-05
0.0	0.0	0.0	0.0	1.0	-3.89226048862	0.999678	1.0	1.0	5e-05	1.0	9.3501	0.0	1.0	0.0	5.00161051859e-05
0.0	0.0	0.0	0.0	1.0	-3.63199019271	0.999684	1.0	1.0	4.8e-05	1.0	9.4001	0.0	1.0	0.0	4.80151727947e-05
0.0	0.0	0.0	0.0	1.0	-3.37062578452	0.999666	1.0	1.0	5e-05	1.0	9.4501	0.0	1.0	0.0	5.00167055797e-05
0.0	0.0	0.0	0.0	1.0	-3.10817536388	0.99964	1.0	1.0	3.8e-05	1.0	9.5001	0.0	1.0	0.0	3.80136849266e-05
0.0	0.0	0.0	0.0	1.0	-2.84464692838	0.999638	1.0	1.0	3.6e-05	1.0	9.5501	0.0	1.0	0.0	3.60130367193e-05
0.0	0.0	0.0	0.0	1.0	-2.58004837509	0.999628	1.0	1.0	4.2e-05	1.0	9.6001	0.0	1.0	0.0	4.20156298143e-05
0.0	0.0	0.0	0.0	1.0	-2.31438750243	0.999632	1.0	1.0	4e-05	1.0	9.6501	0.0	1.0	0.0	4.0014725419e-05
0.0	0.0	0.0	0.0	1.0	-2.04767201179	0.999596	1.0	1.0	3.2e-05	1.0	9.7001	0.0	1.0	0.0	3.20129332251e-05
0.0	0.0	0.0	0.0	1.0	-1.77990950927	0.999608	1.0	1.0	2.2e-05	1.0	9.7501	0.0	1.0	0.0	2.20086273819e-05
0.0	0.0	0.0	0.0	1.0	-1.51110750732	0.999624	1.0	1.0	1.4e-05	1.0	9.8001	0.0	1.0	0.0	1.400526598e-05
0.0	0.0	0.0	0.0	1.0	-1.24127342632	0.999648	1.0	1.0	2.2e-05	1.0	9.8501	0.0	1.0	0.0	2.20077467268e-05
0.0	0.0	0.0	0.0	1.0	-0.970414596213	0.99967	1.0	1.0	2.8e-05	1.0	9.9001	0.0	1.0	0.0	2.80092430502e-05
0.0	0.0	0.0	0.0	1.0	-0.698538257961	0.999678	1.0	1.0	2.8e-05	1.0	9.9501	0.0	1.0	0.0	2.80090189041e-05
