br	cls	clb	clsb	CLs_exp_b_med	CLs_exp_b_p1	CLs_exp_b_p2	CLs_exp_b_m1	CLs_exp_b_m2	CLb_exp_s_med	CLb_exp_s_p1	CLb_exp_s_p2	CLb_exp_s_m1	CLb_exp_s_m2
9.41176470588e-08	0.0575240179876	0.453202	0.02607	0.066778	0.0176	0.00413186813187	0.221626190476	0.53231517012	0.974215	0.81195	0.42806	0.998613	0.999979
9.50980392157e-08	0.0562430392278	0.452536	0.025452	0.065328	0.01760625	0.00430769230769	0.215696428571	0.523730877462	0.975521	0.817156	0.431988	0.998812	0.999979
9.60784313725e-08	0.0537526294204	0.453522	0.024378	0.06234	0.0167875	0.00443956043956	0.210013095238	0.516490150934	0.976554	0.822249	0.441468	0.998832	0.999978
9.70588235294e-08	0.0519910186905	0.453386	0.023572	0.060686	0.01595625	0.00391208791209	0.205060714286	0.509226912254	0.977568	0.826774	0.447083	0.998927	0.999984
9.80392156863e-08	0.049533228845	0.452363	0.022407	0.05827	0.0143625	0.00386813186813	0.200558333333	0.50139473011	0.978715	0.830842	0.454961	0.998981	0.999989
9.90196078431e-08	0.0476769723121	0.452147	0.021557	0.056442	0.0138625	0.00320879120879	0.194980952381	0.495187515989	0.979484	0.835919	0.460979	0.999047	0.999992
1e-07	0.0460352227975	0.45198	0.020807	0.054232	0.0137375	0.00254945054945	0.189216666667	0.488437963674	0.980223	0.841016	0.467983	0.999067	0.999994
1.00980392157e-07	0.0440014411483	0.452417	0.019907	0.052176	0.012475	0.00285714285714	0.184867857143	0.481233051931	0.981077	0.845063	0.475847	0.999167	0.99999
1.01960784314e-07	0.0423104118791	0.45256	0.019148	0.049738	0.01248125	0.00347252747253	0.17993452381	0.474243028908	0.981977	0.849389	0.483847	0.999229	0.999991
1.02941176471e-07	0.0406347536229	0.452396	0.018383	0.048026	0.012075	0.00237362637363	0.176528571429	0.468125863392	0.982763	0.852754	0.489912	0.999234	0.999991
1.03921568627e-07	0.0395711613054	0.452198	0.017894	0.046548	0.0116125	0.00276923076923	0.171680952381	0.461824507547	0.98351	0.856917	0.495678	0.999284	0.999982
1.04901960784e-07	0.0376913311932	0.451377	0.017013	0.044636	0.01075625	0.00281318681318	0.166120238095	0.452569966743	0.984444	0.861662	0.503694	0.999398	0.999995
1.05882352941e-07	0.03639987598	0.45154	0.016436	0.043166	0.00966875	0.00197802197802	0.16251547619	0.447047326682	0.985159	0.865451	0.509258	0.9994	0.999996
1.06862745098e-07	0.0346843335931	0.451616	0.015664	0.041684	0.0090625	0.00215384615384	0.159013095238	0.440059350217	0.985767	0.868226	0.516151	0.99945	0.999996
1.07843137255e-07	0.0330506131747	0.452155	0.014944	0.039628	0.00885	0.00162637362637	0.153545238095	0.430218470197	0.986776	0.873153	0.525195	0.999476	0.999997
1.08823529412e-07	0.0319917326476	0.451898	0.014457	0.038422	0.00878125	0.00145054945055	0.148742857143	0.424477871578	0.987204	0.877083	0.530538	0.999512	0.999996
1.09803921569e-07	0.0308577730143	0.451588	0.013935	0.037106	0.0078625	0.00153846153846	0.144730952381	0.418591967255	0.987698	0.880712	0.537326	0.999554	0.999996
1.10784313725e-07	0.0297572608958	0.451184	0.013426	0.035992	0.00770625	0.00158241758242	0.141594047619	0.410731133282	0.988503	0.884567	0.542556	0.999554	0.999996
1.11764705882e-07	0.0283448373886	0.450276	0.012763	0.034574	0.0073875	0.00171428571429	0.137303571429	0.403902788437	0.989079	0.887343	0.548525	0.999625	0.999999
1.12745098039e-07	0.0272121346324	0.4516	0.012289	0.032768	0.0070125	0.0010989010989	0.134017857143	0.396596572013	0.989611	0.890878	0.557406	0.999621	0.999995
1.13725490196e-07	0.026174760037	0.451007	0.011805	0.031826	0.00685	0.00118681318681	0.130292857143	0.391462778204	0.99002	0.894102	0.563151	0.999644	0.999995
1.14705882353e-07	0.0247913691117	0.450197	0.011161	0.030286	0.006275	0.000967032967031	0.126372619048	0.383768738808	0.990519	0.897673	0.571035	0.999681	0.999995
1.1568627451e-07	0.0241153249215	0.451663	0.010892	0.029182	0.00595	0.000835164835164	0.12275952381	0.377479662318	0.990926	0.900632	0.578312	0.999724	0.999999
1.16666666667e-07	0.0233500960247	0.450405	0.010517	0.028144	0.00598125	0.00140659340659	0.119841666667	0.370436428754	0.991453	0.903254	0.583843	0.999702	0.999994
1.17647058824e-07	0.0219939593118	0.450942	0.009918	0.026828	0.0055125	0.00101098901099	0.116148809524	0.36623688923	0.991684	0.906214	0.591481	0.999738	0.999995
1.1862745098e-07	0.0212196996282	0.450242	0.009554	0.025948	0.00533125	0.000747252747255	0.113321428571	0.359590688156	0.992087	0.908893	0.597756	0.999755	0.999995
1.19607843137e-07	0.02078540385	0.450749	0.009369	0.02505	0.0051875	0.000923076923079	0.109176190476	0.350545919673	0.992593	0.91277	0.604063	0.999819	0.999999
1.20588235294e-07	0.0192958406743	0.450097	0.008685	0.023596	0.004525	0.000923076923079	0.106367857143	0.345953440778	0.992979	0.915027	0.611976	0.9998	0.999995
1.21568627451e-07	0.0182562347015	0.451024	0.008234	0.022382	0.0040375	0.0010989010989	0.102716666667	0.337979022768	0.993351	0.918618	0.619851	0.99981	0.999997
1.22549019608e-07	0.0173844198873	0.450921	0.007839	0.02138	0.00429375	0.000967032967031	0.100396428571	0.333116398056	0.993661	0.920155	0.628169	0.999837	0.999998
1.23529411765e-07	0.0168630439888	0.451342	0.007611	0.020802	0.004	0.000747252747255	0.0966	0.326863136352	0.993905	0.923479	0.631757	0.999846	0.999999
1.24509803922e-07	0.0165685672005	0.450733	0.007468	0.020354	0.003775	0.000527472527473	0.095219047619	0.321040675365	0.994358	0.925469	0.635713	0.999834	0.999997
1.25490196078e-07	0.0159057848894	0.450968	0.007173	0.019382	0.00355	0.000395604395606	0.0918892857143	0.315256075723	0.99462	0.928198	0.642599	0.999846	0.999999
1.26470588235e-07	0.0153011746065	0.450619	0.006895	0.018676	0.003875	0.000527472527473	0.0886535714286	0.307582501919	0.994885	0.931097	0.649492	0.99986	1.0
1.27450980392e-07	0.0142641692154	0.450219	0.006422	0.017556	0.00338125	0.000483516483516	0.0860214285714	0.303971348171	0.995191	0.933281	0.657571	0.999881	0.999999
1.28431372549e-07	0.0135589685333	0.450698	0.006111	0.016818	0.00294375	0.000351648351649	0.0835071428571	0.297020209772	0.99537	0.935813	0.665405	0.999869	1.0
1.29411764706e-07	0.0128557616439	0.449915	0.005784	0.015912	0.0026625	0.000307692307691	0.0809488095238	0.292540291635	0.995462	0.937508	0.670426	0.999886	1.0
1.30392156863e-07	0.0124264994991	0.450167	0.005594	0.01544	0.0028375	0.000395604395606	0.0784226190476	0.284972115631	0.995894	0.939776	0.675569	0.999895	0.999999
1.3137254902e-07	0.012117349781	0.448778	0.005438	0.015274	0.00285	0.000307692307691	0.0766892857143	0.281017139933	0.996102	0.941567	0.680881	0.999916	1.0
1.32352941176e-07	0.011527941036	0.450037	0.005188	0.014334	0.00264375	0.000483516483516	0.073644047619	0.273551291891	0.996351	0.944087	0.690572	0.99993	1.0
1.33333333333e-07	0.0110775450365	0.45019	0.004987	0.013754	0.00249375	0.000395604395606	0.0720583333333	0.269273983116	0.996486	0.945448	0.692952	0.999919	1.0
1.3431372549e-07	0.0106276888497	0.450239	0.004785	0.013226	0.00206875	0.000263736263734	0.069625	0.265469429522	0.996594	0.947229	0.699489	0.999921	0.999998
1.35294117647e-07	0.00996085060948	0.44956	0.004478	0.012562	0.002075	0.000263736263734	0.0679928571429	0.259192632387	0.996747	0.949178	0.705315	0.999929	1.0
1.36274509804e-07	0.00960663318327	0.449377	0.004317	0.0122	0.0018125	0.000351648351649	0.0655702380952	0.253796878997	0.996991	0.951505	0.711104	0.999943	1.0
1.37254901961e-07	0.00922299853144	0.44942	0.004145	0.011708	0.00200625	0.000219780219782	0.0635821428571	0.248153491942	0.99711	0.953116	0.715525	0.999938	1.0
