5554.61	0.0120756
4912.19	0.0409754
5491.24	0.010859
5789.39	0.0409754
5595.15	0.000241927
5682.58	0.00107139
5911.41	0.0104512
5833.09	0.0262318
5433.06	0.0854969
5639.6	0.0280635
5454.33	0.220381
5519.94	0.0212895
5510.5	0.0456619
4977.32	0.049906
4932.54	0.0248908
4909.21	3.45609e-05
5877.31	0.0120479
4911.37	0.00261281
5564.69	0.036683
5955.23	0.0160777
5446.23	0.0796353
5695.8	0.00440998
5656.1	0.068327
4977.32	0.0710504
5617.95	0.00360125
5873.81	0.153845
5837.63	0.0259898
5915.68	0.0192919
5595.68	0.00704352
5721.9	0.059272
5745.85	0.128912
5787.1	0.060613
5533.75	0.0490281
4905.67	0.0958237
5619.87	0.0549035
4975.43	0.00550901
4933.4	0.00277179
4938	0.0392543
5602.01	0.117383
5655.85	0.0441343
5550.47	0.0133405
5932.18	0.056597
4902.63	0.00342153
5475.19	0.0041957
5545.51	3.45609e-05
5724.96	0.0343605
5898.37	0.029128
5839.6	0.0175846
5624.46	0.00462425
4951.2	0.00133405
4900.45	0.000241927
4990.5	0.00801123
5623.27	0.00207366
5634.84	0.0326186
5668.91	0.00154833
5934.77	0.0043132
5429.69	0.0296878
4988.34	0.125498
5614.69	0.00248148
5556.9	0.000546063
5470.44	0.16534
5514.61	0.0127599
4962.94	0.118841
5534.08	0.0295012
5920.98	0.00862641
5583.35	0.00654584
5660.64	0.0848678
5627.07	0.0049906
5442.97	0.054627
4974.6	0.0584633
5712.13	0.0721149
5460.42	0.0140594
5863.21	0.206419
5808.65	0.00888216
4923.82	0.0253539
5601.22	0.0702347
5621.56	0.494657
5817.61	0.00807344
5661.04	0.0327154
5706.75	0.0777206
4983.57	0.000311048
5741.37	0.000179717
5934.04	0.118323
5641.15	0.0399041
5596.85	0.164994
5432.52	0.0143221
5669.57	0.0203287
5844.41	0.00132023
5510.59	0.0204808
5482.54	0.233743
5583.99	0.0145087
5708.8	0.0511156
5700.42	0.00877848
4950.28	0.0301095
4988.33	0.0392543
5495.68	0.0228102
5790.02	0.0491733
4918.49	0.0274345
4956.84	0.20111
4934.15	0.0783427
4921.83	0.0914966
5734.16	0.0231558
5531.72	0.00410584
5753.16	0.641852
5454.65	0.0149303
5473.03	0.0710504
5826.79	0.00147921
4975.26	0.150423
4958.13	3.45609e-05
5725.96	0.00523253
5677.51	0.00523253
5448.84	0.147907
4999.28	0.0128083
5885.27	0.107326
5504.52	0.00149303
5819.73	0.105943
5427.24	0.0742438
5516.45	0.0100365
4941.75	0.000352522
5720.26	0.298876
5785.96	0.056127
4975.68	0.0443901
5507.35	0.068327
5644.31	0.00115434
4996.23	0.0634954
5557.14	0.174947
5495.33	0.00147921
4924.36	0.0506456
5879.35	0.110989
5890.87	0.148349
5851.71	0.0102508
5468.61	0.0158013
5646.97	0.0136861
5657.07	0.176765
5540.4	0.00960103
4966.96	0.226464
5870.77	0.0846259
5530.39	0.0136861
5688.48	0.12621
5878.58	0.0547307
5621.45	0.0131608
5529.41	0.639861
5801.78	0.0045966
5814.21	0.0399041
4910.23	0.424056
5824.86	0.321838
4934.87	0.0222503
5571.09	0.00960103
5899.51	0.00384318
5473.48	0.161642
5904	0.0113567
4920.55	0.00259898
5756.49	0.0190984
5460.33	0.0514474
5461.58	0.000988443
5872.37	0.0745134
5518.32	0.123528
5424.32	0.00921395
5933.64	0.144347
4930.35	3.45609e-05
5755.79	0.0135548
5895.04	0.0111079
5867.59	0.0532169
5488.69	0.111245
5591.21	0.0631428
5682.68	0.0604194
5573.4	0.364618
5662	0.0330541
4978.68	0.172998
5577.76	0.197163
5737.81	0.0552284
5431.38	0.0334273
5838.61	0.00261281
5682.71	0.520868
4929.02	0.0995908
5852.4	0.0445145
5750.49	0.312949
4991.42	0.0071472
5668.42	0.0235636
5962.52	0.0467057
5696.58	0.0443901
5665.23	0.113636
5828.92	0.389937
5440.76	0.00874392
5640.52	0.14967
5420.8	0.104022
4903.75	0.000739604
4986.48	0.00809417
5574.97	3.45609e-05
5631.04	0.00778312
5784.46	0.00776239
5529.77	0.195905
4968.01	0.00194232
5527.45	0.368572
5435.98	0.126431
5582.72	0.00600669
5926.2	0.00443762
5862.19	0.0519244
4911.82	0.0287132
5553.13	0.300155
5772.05	0.0233563
5895.44	3.45609e-05
5912.64	0.0496157
4951.14	0.0231558
5476.04	0.0190984
5962.46	0.131159
4997.75	0.0255336
5537.83	0.0538045
5447.87	0.10098
5645.38	0.00119581
5453.2	0.480881
5678	0.0956163
4989.3	0.0326186
4965.11	0.163211
5519.14	0.0135202
5829.63	0.0146331
5849.88	0.0614632
5881.74	0.00353904
4948.33	0.0151999
5638.89	0.0646497
5434.08	0.0293077
5830.43	0.00311048
5725.57	0.0225959
5647.36	0.0151999
5895.83	0.0346024
5745.88	0.00159672
5507.56	0
5666.93	0.00342153
5580.49	0.0496157
5595.71	0.857478
5795.63	0.0270267
5657.35	0.0372152
4985.51	0.00181791
5681.69	0.0866166
5473.13	3.45609e-05
5690.95	6.22097e-05
5693.05	0.0103821
5606.04	0.0125871
5604.1	0.212743
5749.21	0.0530027
5468.94	0.0984779
4971.34	0.00293768
5735.17	2.76487e-05
5657.88	0.0233563
4945.38	0.0488208
4950.68	0.00890981
4973.03	0.118323
5808.03	0.0106448
5727.44	0.343847
5428.78	0.0021013
5532.39	0.124018
5648.89	0.00602743
5894.12	0.0400907
5785.41	0.00153451
4995.8	0.00150686
5590.86	0.00261281
4993.97	0.193887
5473.19	0.0235636
5470.47	0.00252986
5527.46	0.0507838
4932.97	0.0977591
5912.23	0.0179993
4901.49	0.00770018
5917.03	0.0643525
5462.82	0.00659423
5459.33	0.0336416
5586.29	0.00651819
5932.63	0.0213725
5432.96	0.00837757
5512.04	0.00160363
5509.2	0.00802505
4995.21	0.00529474
5562.49	2.07366e-05
5568.4	0.00707808
5869.78	0.022672
5473.51	0.0357153
5751.28	3.45609e-05
5519.45	0.0275105
5763.47	0.0431873
4973.08	0.0465674
4934.33	0.00839831
5702.34	0.000836375
5573.1	0.00474176
5767.49	0.113208
5430.91	0.0918008
4930.85	0.0517723
5624.72	0.0483922
5537.96	0.267944
5823.67	0.220381
5420.79	0.0114742
5579.48	0.328066
5898.83	0.0129258
5893.43	0.0595347
5790.27	0.0203287
5449.54	0.0156699
5807.49	0.011806
4905.72	0.00426482
4900.48	0.0245936
5425.53	0.0363788
5644.77	0.0868309
5899.4	0.0490281
5510.04	0.0991968
5513.76	0.0340909
5433.3	0.0641866
5651.25	0.0511156
5761.56	0.0220637
4953.58	0.183795
