br	cls	clb	clsb	CLs_exp_b_med	CLs_exp_b_p1	CLs_exp_b_p2	CLs_exp_b_m1	CLs_exp_b_m2	CLb_exp_s_med	CLb_exp_s_p1	CLb_exp_s_p2	CLb_exp_s_m1	CLb_exp_s_m2
4.61e-08	0.20893235918	0.25458	0.05319	0.330748	0.1612	0.0734945054945	0.591464285714	0.853482732157	0.841968	0.49099	0.146866	0.978472	0.998884
4.62e-08	0.207865961753	0.254972	0.053	0.327468	0.1609875	0.0737582417582	0.591319047619	0.853345612689	0.842178	0.493742	0.147646	0.978492	0.998942
4.63e-08	0.20592972525	0.255796	0.052676	0.32606	0.1601625	0.0763956043956	0.59075	0.853548222052	0.842374	0.494836	0.148062	0.978502	0.998952
4.64e-08	0.206687715944	0.255274	0.052762	0.327956	0.1601625	0.0793846153846	0.590066666667	0.853323100537	0.842608	0.493328	0.147502	0.978566	0.998952
4.65e-08	0.207083869752	0.254776	0.05276	0.325948	0.1624125	0.0764835164835	0.5867	0.851307239703	0.844364	0.49484	0.146348	0.978836	0.998942
4.66e-08	0.203820705047	0.254508	0.051874	0.325736	0.159775	0.0753406593407	0.587195238095	0.851691992837	0.844358	0.49511	0.147642	0.978918	0.99892
4.67e-08	0.203801702208	0.254728	0.051914	0.325024	0.1605125	0.0766593406593	0.585528571429	0.849270913277	0.845098	0.49581	0.147086	0.979412	0.998974
4.68e-08	0.204862335708	0.255186	0.052278	0.322236	0.15995	0.0765714285714	0.58565952381	0.85181683295	0.845012	0.49794	0.14787	0.978908	0.999028
4.69e-08	0.205609317867	0.253792	0.052182	0.323764	0.159375	0.0705054945055	0.584242857143	0.851749296495	0.845904	0.49659	0.147554	0.978964	0.99896
4.7e-08	0.202529757231	0.254728	0.05159	0.323036	0.1585375	0.0755164835165	0.583873809524	0.850660526989	0.846092	0.4974	0.147594	0.979174	0.998996
4.71e-08	0.202451414826	0.252752	0.05117	0.322628	0.159225	0.0735824175824	0.58284047619	0.849168585316	0.846438	0.497746	0.148032	0.979476	0.99894
4.72e-08	0.201450417783	0.25372	0.051112	0.320516	0.1576625	0.0733186813187	0.5821	0.849119467895	0.846896	0.499554	0.148724	0.97953	0.998948
4.73e-08	0.200394352867	0.25358	0.050816	0.319592	0.15605	0.0728791208791	0.581338095238	0.847160910719	0.847276	0.500362	0.149618	0.979742	0.998958
4.74e-08	0.198095208061	0.253676	0.050252	0.317052	0.1541	0.0718241758242	0.578545238095	0.847381939115	0.848834	0.502366	0.151262	0.979796	0.998898
4.75e-08	0.197343932368	0.253608	0.050048	0.316704	0.1533125	0.0709450549451	0.578714285714	0.845239191609	0.84863	0.502924	0.151896	0.980048	0.998882
4.76e-08	0.195060189641	0.253532	0.049454	0.314948	0.1521875	0.0700659340659	0.579130952381	0.846512151445	0.848416	0.504294	0.152484	0.979908	0.998926
4.77e-08	0.193532166316	0.254552	0.049264	0.315184	0.150925	0.0655824175824	0.576616666667	0.846119212075	0.849294	0.504136	0.15351	0.979932	0.998926
4.78e-08	0.194378373253	0.253094	0.049196	0.313864	0.1514125	0.067956043956	0.577566666667	0.846858019954	0.848918	0.50511	0.152992	0.979896	0.998986
4.79e-08	0.193991925908	0.25266	0.049014	0.314844	0.1521	0.072967032967	0.575226190476	0.845585060118	0.850224	0.504614	0.152796	0.980058	0.999042
4.8e-08	0.19339723278	0.253106	0.04895	0.313328	0.1503375	0.069010989011	0.574373809524	0.842056792018	0.8508	0.505542	0.15376	0.980616	0.99903
4.81e-08	0.193159128397	0.253418	0.04895	0.312044	0.1486125	0.0695384615385	0.572914285714	0.841590176516	0.851556	0.506854	0.155164	0.980814	0.999002
4.82e-08	0.190766536781	0.253556	0.04837	0.311976	0.147075	0.0677802197802	0.574876190476	0.84213251471	0.850838	0.506856	0.156486	0.980716	0.999056
4.83e-08	0.190943420076	0.253164	0.04834	0.310036	0.1488375	0.0695384615385	0.57235952381	0.842328984395	0.851934	0.508782	0.15515	0.980706	0.99903
4.84e-08	0.189871323095	0.253814	0.048192	0.309932	0.1462875	0.0684835164835	0.571342857143	0.840347915068	0.852502	0.50884	0.157072	0.981082	0.99904
4.85e-08	0.189468119521	0.253478	0.048026	0.307236	0.1477875	0.0664615384615	0.570452380952	0.839478127398	0.853126	0.510688	0.155784	0.98131	0.999106
4.86e-08	0.188680141558	0.252618	0.047664	0.309792	0.1458125	0.0651428571429	0.57020952381	0.839954975697	0.85284	0.508772	0.15704	0.981122	0.999108
4.87e-08	0.187191377564	0.252736	0.04731	0.307412	0.146425	0.0662857142857	0.568528571429	0.837652596572	0.854008	0.510524	0.15681	0.98143	0.999116
4.88e-08	0.186871364698	0.25273	0.047228	0.306568	0.1470875	0.066021978022	0.56655	0.838121258634	0.854798	0.511452	0.15616	0.98153	0.999136
4.89e-08	0.185380545766	0.253662	0.047024	0.304852	0.1448	0.0644395604396	0.564242857143	0.837302634945	0.855872	0.512984	0.157944	0.981636	0.999086
4.9e-08	0.185843091892	0.252428	0.046912	0.304392	0.1449625	0.0652307692308	0.563164285714	0.836913788693	0.85632	0.51316	0.157866	0.981642	0.99915
4.91e-08	0.183622122003	0.25278	0.046416	0.3022	0.1429875	0.0646153846154	0.561878571429	0.836819646969	0.8571	0.515222	0.159442	0.98164	0.99916
4.92e-08	0.183867620383	0.252486	0.046424	0.3014	0.142	0.0661978021978	0.559314285714	0.836633410079	0.85814	0.51609	0.160154	0.981692	0.999162
4.93e-08	0.184538257738	0.252132	0.046528	0.302564	0.14275	0.0639120879121	0.559978571429	0.837122537733	0.857958	0.515266	0.159624	0.981724	0.999114
4.94e-08	0.18147121704	0.25258	0.045836	0.299952	0.141775	0.064967032967	0.559276190476	0.835256075723	0.858134	0.517496	0.160264	0.98211	0.999122
4.95e-08	0.181290847736	0.253074	0.04588	0.29756	0.139775	0.0678681318681	0.557285714286	0.834064978255	0.858954	0.519414	0.161774	0.982166	0.99915
4.96e-08	0.181523821587	0.252628	0.045858	0.2977	0.1401375	0.0647032967033	0.557795238095	0.833698644155	0.859252	0.519524	0.16161	0.98224	0.999132
4.97e-08	0.179114646049	0.252464	0.04522	0.295472	0.1388125	0.0635604395604	0.556254761905	0.83197339473	0.859866	0.52156	0.162514	0.982608	0.999214
4.98e-08	0.17959212812	0.252138	0.045282	0.294324	0.138575	0.063032967033	0.555138095238	0.831889485802	0.860408	0.522656	0.162666	0.982552	0.999178
4.99e-08	0.181677511506	0.25204	0.04579	0.295284	0.14045	0.0657582417582	0.553038095238	0.831783064722	0.8612	0.521672	0.161356	0.982544	0.999212
5e-08	0.179753309266	0.252624	0.04541	0.294844	0.1394375	0.0618021978022	0.553076190476	0.831050396521	0.861308	0.522212	0.162138	0.98273	0.999216
5.01e-08	0.175862178369	0.252152	0.044344	0.292292	0.1376375	0.0628571428571	0.551261904762	0.831586595037	0.862376	0.52417	0.163138	0.982566	0.99916
5.02e-08	0.17383884908	0.253154	0.044008	0.289936	0.1362625	0.0625934065934	0.550771428571	0.82978971604	0.86231	0.52577	0.164554	0.982806	0.999164
5.03e-08	0.175909885538	0.252834	0.044476	0.289584	0.137925	0.0618021978022	0.549980952381	0.828821693528	0.862896	0.525788	0.163194	0.983022	0.999164
5.04e-08	0.176231166544	0.252078	0.044424	0.289784	0.1359375	0.0615384615385	0.54920952381	0.828598618573	0.863368	0.526494	0.164642	0.982944	0.999208
5.05e-08	0.174676098879	0.25162	0.043952	0.288584	0.1353	0.0623296703297	0.548592857143	0.827865950371	0.86339	0.527186	0.16537	0.983124	0.999136
5.06e-08	0.177166321831	0.252294	0.044698	0.288832	0.13745	0.060043956044	0.54869047619	0.827939626503	0.863484	0.52734	0.163718	0.982904	0.999152
5.07e-08	0.173644686761	0.252746	0.043888	0.28736	0.13465	0.0570549450549	0.5478	0.827524174981	0.86371	0.528986	0.165972	0.983142	0.999134
5.08e-08	0.171571895736	0.251976	0.043232	0.286756	0.133375	0.0590769230769	0.546476190476	0.827425940138	0.864232	0.52895	0.166758	0.98318	0.999136
5.09e-08	0.171160442073	0.251904	0.043116	0.285248	0.1317125	0.0603956043956	0.543819047619	0.828664108468	0.865506	0.529682	0.16797	0.983056	0.999148
5.1e-08	0.169367228954	0.25254	0.042772	0.284528	0.1308125	0.0587252747253	0.542233333333	0.827227423894	0.866506	0.530602	0.169412	0.983214	0.999206
5.11e-08	0.169219536198	0.252004	0.042644	0.28348	0.1312875	0.0576703296703	0.542478571429	0.824978255308	0.86661	0.531768	0.16887	0.983446	0.999168
5.12e-08	0.167867229397	0.252104	0.04232	0.283016	0.1293875	0.0574945054945	0.543519047619	0.824792018419	0.86638	0.532024	0.169976	0.98355	0.999178
5.13e-08	0.167063643293	0.251904	0.042084	0.2809	0.129075	0.0571428571429	0.543178571429	0.824169864415	0.866336	0.53382	0.17054	0.983436	0.999166
5.14e-08	0.166231954145	0.252274	0.041936	0.279624	0.128	0.0572307692308	0.53999047619	0.822495778972	0.867356	0.535412	0.171654	0.983772	0.999242
5.15e-08	0.166654754814	0.25185	0.041972	0.278832	0.1281375	0.0541538461538	0.539121428571	0.820698899974	0.86829	0.536378	0.171666	0.984186	0.99926
5.16e-08	0.166772979524	0.250832	0.041832	0.277496	0.129525	0.0575824175824	0.537492857143	0.822252238424	0.868584	0.537814	0.170268	0.983992	0.999172
5.17e-08	0.166473674543	0.250442	0.041692	0.279904	0.12785	0.0560879120879	0.53739047619	0.820359171144	0.869032	0.535902	0.171418	0.984116	0.999276
5.18e-08	0.166870821825	0.24981	0.041686	0.277776	0.12985	0.0549450549451	0.538023809524	0.821853159376	0.868654	0.537098	0.169722	0.983882	0.99922
5.19e-08	0.162770163311	0.251422	0.040924	0.275548	0.1258125	0.0554725274725	0.533854761905	0.82021181888	0.870518	0.539218	0.173198	0.984184	0.999252
5.2e-08	0.163759458383	0.2511	0.04112	0.275144	0.12615	0.053978021978	0.5345	0.819274494756	0.869894	0.539434	0.17296	0.984372	0.999276
5.21e-08	0.161746460951	0.25148	0.040676	0.272056	0.1242	0.0568791208791	0.533419047619	0.820729598363	0.87043	0.541994	0.174432	0.984256	0.999238
5.22e-08	0.161505005288	0.251534	0.040624	0.272104	0.12375	0.0544175824176	0.53195952381	0.818957278076	0.871142	0.542056	0.174926	0.984518	0.99927
5.23e-08	0.16023762566	0.250478	0.040136	0.27392	0.1234	0.0526593406593	0.533145238095	0.819121002814	0.870736	0.541172	0.1755	0.98476	0.999328
5.24e-08	0.161187028187	0.249834	0.04027	0.272432	0.1229	0.0548571428571	0.531123809524	0.817524686621	0.871664	0.542538	0.175236	0.984768	0.999302
5.25e-08	0.159422830235	0.251018	0.040018	0.270944	0.1220375	0.0551208791209	0.531145238095	0.818155026861	0.871514	0.543596	0.175952	0.984572	0.999264
5.26e-08	0.158201784489	0.250604	0.039646	0.271176	0.1206625	0.0529230769231	0.530266666667	0.818666666667	0.871704	0.544052	0.177054	0.984646	0.999276
5.27e-08	0.157923318346	0.250438	0.03955	0.270532	0.12285	0.0594285714286	0.529776190476	0.816965975953	0.872266	0.544644	0.175788	0.984878	0.999308
5.28e-08	0.160627577094	0.251252	0.040358	0.270596	0.124475	0.0563516483516	0.529328571429	0.816032744948	0.872742	0.544606	0.174088	0.984918	0.999286
5.29e-08	0.159283130076	0.250422	0.039888	0.269076	0.122925	0.0556483516484	0.528652380952	0.817115374776	0.873	0.545876	0.175326	0.984758	0.999296
5.3e-08	0.159375599156	0.250352	0.0399	0.270204	0.123525	0.0545054945055	0.52844047619	0.816675364543	0.873096	0.544774	0.175596	0.984876	0.999296
5.31e-08	0.15879160348	0.25058	0.03979	0.26798	0.1228125	0.0548571428571	0.524992857143	0.813765157329	0.874698	0.546706	0.176174	0.985136	0.99926
5.32e-08	0.157347255988	0.25091	0.03948	0.267748	0.120575	0.0552967032967	0.526571428571	0.813061140957	0.874108	0.547186	0.178446	0.985202	0.999288
5.33e-08	0.156334210317	0.25086	0.039218	0.265144	0.12015	0.0546813186813	0.52355952381	0.810355589665	0.875046	0.549474	0.179386	0.985518	0.999296
5.34e-08	0.154962270472	0.250732	0.038854	0.26432	0.1190625	0.055032967033	0.522285714286	0.808313123561	0.87622	0.550328	0.179634	0.985866	0.999316
5.35e-08	0.15338658147	0.2504	0.038408	0.26384	0.1188125	0.0577582417582	0.52165	0.809178818112	0.876512	0.55053	0.179858	0.98587	0.999326
5.36e-08	0.154597467264	0.250638	0.038748	0.263876	0.1181625	0.0507252747253	0.52045952381	0.810574571502	0.877046	0.55059	0.180884	0.98565	0.99932
5.37e-08	0.152196355546	0.249914	0.038036	0.263336	0.1167125	0.0506373626374	0.519688095238	0.808931184446	0.877272	0.55071	0.181474	0.985746	0.999332
5.38e-08	0.151352775826	0.250448	0.037906	0.260984	0.1158125	0.0490549450549	0.518183333333	0.810200051164	0.87784	0.552914	0.182482	0.98554	0.99934
5.39e-08	0.150209680517	0.249904	0.037538	0.258724	0.11635	0.0466813186813	0.516288095238	0.8065796879	0.87886	0.554724	0.182696	0.985926	0.999382
5.4e-08	0.151202171354	0.249798	0.03777	0.260404	0.1160875	0.0460659340659	0.517228571429	0.807036070606	0.87819	0.554436	0.182582	0.985958	0.999316
5.41e-08	0.150310429801	0.249976	0.037574	0.259084	0.1158875	0.0494945054945	0.514721428571	0.806039396265	0.879324	0.556014	0.18315	0.98604	0.99934
5.42e-08	0.149085783391	0.249722	0.03723	0.259208	0.114275	0.0529230769231	0.515423809524	0.807336914812	0.879134	0.555076	0.184546	0.985962	0.999358
5.43e-08	0.148223098519	0.250042	0.037062	0.256468	0.1126875	0.0486153846154	0.513628571429	0.805216679458	0.880038	0.557652	0.18531	0.986316	0.999338
5.44e-08	0.146214725398	0.25018	0.03658	0.254184	0.11225	0.0465934065934	0.510976190476	0.803556919928	0.881118	0.559158	0.186468	0.986476	0.999362
5.45e-08	0.145889929368	0.250312	0.036518	0.253472	0.111575	0.0462417582418	0.511538095238	0.804932207726	0.880704	0.559856	0.186574	0.98624	0.999404
5.46e-08	0.146634019092	0.249942	0.03665	0.254132	0.1122875	0.0486153846154	0.509157142857	0.805951394218	0.881032	0.559854	0.185658	0.986268	0.999338
5.47e-08	0.146759867894	0.249496	0.036616	0.25254	0.1128625	0.0471208791209	0.508128571429	0.803307239703	0.881758	0.561794	0.18533	0.986504	0.99935
5.48e-08	0.144970699205	0.24914	0.036118	0.251592	0.11005	0.0477362637363	0.508133333333	0.802378101816	0.881878	0.562608	0.187152	0.98678	0.999348
5.49e-08	0.145423335429	0.248172	0.03609	0.25258	0.1106	0.0467692307692	0.50754047619	0.802621642364	0.883012	0.561892	0.186536	0.986734	0.999362
5.5e-08	0.145638189821	0.248108	0.036134	0.253912	0.112175	0.0481758241758	0.50754047619	0.800679457662	0.8829	0.56091	0.186154	0.986854	0.999396
5.51e-08	0.144535679532	0.248686	0.035944	0.251188	0.11035	0.0476483516484	0.508297619048	0.800603734971	0.882648	0.5641	0.187292	0.986906	0.99941
5.52e-08	0.14409221902	0.248452	0.0358	0.25074	0.1101875	0.0479120879121	0.507304761905	0.800943463801	0.883004	0.563668	0.188106	0.987014	0.999414
5.53e-08	0.142729870297	0.249184	0.035566	0.249508	0.108975	0.0443076923077	0.505854761905	0.80213046815	0.883486	0.565192	0.18877	0.986872	0.999398
5.54e-08	0.143509164527	0.248458	0.035656	0.250224	0.110075	0.0433406593407	0.506271428571	0.80026195958	0.883448	0.564196	0.187234	0.986994	0.999396
5.55e-08	0.141591352118	0.248292	0.035156	0.247388	0.1090625	0.0458021978022	0.503328571429	0.799873113328	0.884192	0.56737	0.18991	0.986986	0.999358
5.56e-08	0.141286154394	0.247342	0.034946	0.249224	0.1092625	0.045978021978	0.503642857143	0.7991568176	0.884138	0.56619	0.1899	0.987168	0.999376
5.57e-08	0.14084722066	0.248908	0.035058	0.24656	0.106375	0.044043956044	0.499945238095	0.796430800716	0.886118	0.568534	0.19161	0.987486	0.999404
5.58e-08	0.140884512953	0.24782	0.034914	0.245096	0.107	0.0438681318681	0.498330952381	0.79786953185	0.88613	0.570196	0.191458	0.987282	0.99941
5.59e-08	0.139809145835	0.247938	0.034664	0.244	0.107375	0.0453626373626	0.496952380952	0.796729598363	0.886594	0.57121	0.1918	0.987374	0.999424
5.6e-08	0.138676875611	0.247626	0.03434	0.242736	0.1057875	0.0434285714286	0.498292857143	0.796346891788	0.88642	0.571572	0.193014	0.987432	0.999464
5.61e-08	0.137133605587	0.248298	0.03405	0.241108	0.1048375	0.0437802197802	0.496766666667	0.796005116398	0.887138	0.572746	0.194972	0.987478	0.999464
5.62e-08	0.13869656894	0.247562	0.034336	0.243464	0.1061125	0.0432527472527	0.496752380952	0.797122537733	0.88711	0.571572	0.192934	0.987342	0.999476
5.63e-08	0.136014940151	0.248458	0.033794	0.241496	0.1031875	0.0443956043956	0.495764285714	0.795653108212	0.887602	0.573612	0.195436	0.98745	0.999482
5.64e-08	0.135802767441	0.248316	0.033722	0.241256	0.104325	0.0427252747253	0.496414285714	0.795706318752	0.887498	0.573906	0.194814	0.987494	0.99949
5.65e-08	0.134362244282	0.248418	0.033378	0.240564	0.1039625	0.0422857142857	0.496323809524	0.795096444103	0.887106	0.574138	0.195764	0.987606	0.999508
5.66e-08	0.132168354441	0.249046	0.032916	0.237136	0.1015125	0.0422857142857	0.493845238095	0.792882067025	0.888656	0.576996	0.198354	0.987888	0.999554
5.67e-08	0.13548475384	0.248456	0.033662	0.238812	0.1036	0.0423736263736	0.492945238095	0.793043745203	0.88892	0.575528	0.195326	0.987754	0.99951
5.68e-08	0.134077222813	0.248424	0.033308	0.236688	0.1021375	0.044043956044	0.492428571429	0.793592223075	0.888626	0.577412	0.197288	0.987766	0.999516
5.69e-08	0.133145913551	0.248284	0.033058	0.235836	0.1018375	0.043956043956	0.491478571429	0.793201330263	0.889116	0.577718	0.198368	0.987738	0.999474
5.7e-08	0.131981249094	0.248308	0.032772	0.235836	0.1015375	0.0453626373626	0.4907	0.791905858276	0.88925	0.577302	0.19892	0.987946	0.999524
5.71e-08	0.131800124096	0.248194	0.032712	0.234224	0.0993625	0.0415824175824	0.488492857143	0.788768482988	0.890516	0.579466	0.200682	0.988098	0.999486
5.72e-08	0.13205598806	0.24791	0.032738	0.233352	0.1007	0.0411428571429	0.486692857143	0.788346891788	0.8915	0.580556	0.199234	0.988074	0.999512
5.73e-08	0.129086269491	0.248454	0.032072	0.229792	0.0976375	0.0381538461538	0.484176190476	0.785403939627	0.892832	0.58383	0.202562	0.988522	0.999542
5.74e-08	0.129496981891	0.2485	0.03218	0.230352	0.09775	0.0392087912088	0.483316666667	0.78373599386	0.89332	0.584508	0.202742	0.988632	0.999564
5.75e-08	0.13027465011	0.247078	0.032188	0.23192	0.099475	0.0405274725275	0.483214285714	0.783703248913	0.892578	0.58256	0.201068	0.988512	0.99954
5.76e-08	0.128816693294	0.246614	0.031768	0.231268	0.0966375	0.0388571428571	0.484092857143	0.785929905347	0.8926	0.583588	0.203608	0.988408	0.999564
5.77e-08	0.128327103862	0.247212	0.031724	0.229052	0.098075	0.0413186813187	0.481747619048	0.785958557176	0.893028	0.584868	0.202672	0.988588	0.999502
5.78e-08	0.12760364004	0.24725	0.03155	0.229068	0.096975	0.0387692307692	0.480638095238	0.785772320287	0.893578	0.585396	0.203388	0.98856	0.999534
5.79e-08	0.127896800959	0.246824	0.031568	0.229504	0.0969	0.0400879120879	0.479742857143	0.784440010233	0.894268	0.585098	0.2039	0.988684	0.99951
5.8e-08	0.126864884598	0.24653	0.031276	0.229248	0.095575	0.0389450549451	0.479907142857	0.782915323612	0.894232	0.58502	0.204672	0.9888	0.999506
5.81e-08	0.12565796389	0.247354	0.031082	0.228484	0.096175	0.0386813186813	0.47904047619	0.783412637503	0.89449	0.586164	0.204524	0.988802	0.999542
5.82e-08	0.126842271575	0.246842	0.03131	0.226956	0.0965125	0.0385054945055	0.47614047619	0.781889997442	0.895826	0.588228	0.204134	0.988898	0.999522
5.83e-08	0.125702651623	0.246566	0.030994	0.226396	0.0962	0.0386813186813	0.476135714286	0.782391404451	0.895526	0.588488	0.20478	0.98886	0.999502
5.84e-08	0.124678673662	0.246634	0.03075	0.223716	0.0951	0.0386813186813	0.473792857143	0.780670248145	0.896918	0.589708	0.206016	0.989042	0.99955
5.85e-08	0.122704466852	0.246348	0.030228	0.22452	0.0931	0.0364835164835	0.473871428571	0.778854950115	0.896622	0.590542	0.20919	0.989216	0.999564
5.86e-08	0.123920714158	0.245996	0.030484	0.224832	0.0932	0.0392087912088	0.473880952381	0.778590943975	0.8964	0.589782	0.206902	0.989282	0.999566
5.87e-08	0.12133039199	0.247506	0.03003	0.220952	0.09055	0.0362197802198	0.471392857143	0.776088002047	0.897518	0.593114	0.21023	0.989286	0.999546
5.88e-08	0.121596069622	0.247508	0.030096	0.220692	0.0917	0.0351648351648	0.46835952381	0.776478894858	0.898586	0.593746	0.208954	0.989198	0.999524
5.89e-08	0.120743484802	0.247268	0.029856	0.220208	0.089675	0.0344615384615	0.468452380952	0.773908416475	0.898626	0.594446	0.211296	0.989298	0.999558
5.9e-08	0.120510903832	0.246152	0.029664	0.22036	0.0894	0.0356923076923	0.467330952381	0.774583781018	0.899084	0.594606	0.211254	0.989398	0.999546
5.91e-08	0.12001168945	0.246376	0.029568	0.21962	0.0903625	0.0356043956044	0.467666666667	0.774639038117	0.89913	0.594936	0.211604	0.989318	0.99956
5.92e-08	0.1205720911	0.246674	0.029742	0.21842	0.0914375	0.0343736263736	0.467728571429	0.775036070606	0.898598	0.59555	0.210648	0.989212	0.99956
5.93e-08	0.119359770975	0.245912	0.029352	0.217464	0.089	0.0358681318681	0.465738095238	0.774845740599	0.899506	0.597266	0.212596	0.989328	0.999576
5.94e-08	0.119497622241	0.24603	0.0294	0.216728	0.09015	0.0337582417582	0.466026190476	0.773169608596	0.899794	0.598242	0.212006	0.98948	0.999608
5.95e-08	0.11691004293	0.245984	0.028758	0.216856	0.08845	0.0343736263736	0.466852380952	0.773722179586	0.899974	0.597196	0.214512	0.989458	0.999604
5.96e-08	0.117688231991	0.245734	0.02892	0.2178	0.0889875	0.032967032967	0.467702380952	0.774276797135	0.900104	0.596174	0.21354	0.989654	0.999582
5.97e-08	0.118026361796	0.245962	0.02903	0.217364	0.08745	0.0334065934066	0.466438095238	0.77389409056	0.90021	0.597346	0.214412	0.989764	0.999576
5.98e-08	0.116346769812	0.246642	0.028696	0.215556	0.0857875	0.0304175824176	0.463616666667	0.772745970837	0.901172	0.600418	0.216776	0.98987	0.99962
5.99e-08	0.116314826113	0.24585	0.028596	0.214856	0.0864625	0.0341978021978	0.462438095238	0.770680992581	0.901436	0.600042	0.215496	0.989906	0.999618
6e-08	0.117671069603	0.244988	0.028828	0.216408	0.0872625	0.0363076923077	0.463135714286	0.769381427475	0.900586	0.599664	0.213996	0.990004	0.99966
6.01e-08	0.114571049828	0.245926	0.028176	0.2139	0.0834875	0.0361318681319	0.460371428571	0.766982860067	0.90192	0.601622	0.217952	0.990246	0.999604
6.02e-08	0.114818816152	0.246214	0.02827	0.213024	0.0838375	0.0345494505494	0.458623809524	0.767778971604	0.902692	0.602944	0.217752	0.990072	0.999638
6.03e-08	0.113678970845	0.247504	0.028136	0.21042	0.0838125	0.0347252747253	0.457638095238	0.768593502174	0.902988	0.604416	0.219384	0.990094	0.99964
6.04e-08	0.112776223493	0.24663	0.027814	0.209992	0.0834	0.0320879120879	0.456766666667	0.76705244308	0.903558	0.605892	0.219836	0.990196	0.999644
6.05e-08	0.11316935732	0.247028	0.027956	0.210028	0.083275	0.0313846153846	0.456142857143	0.763782041443	0.903958	0.605164	0.220258	0.990468	0.999636
6.06e-08	0.112144008162	0.246986	0.027698	0.209564	0.08305	0.0334945054945	0.454985714286	0.763953952417	0.904238	0.6064	0.220644	0.99047	0.99963
6.07e-08	0.11246292007	0.24609	0.027676	0.209152	0.0843875	0.0311208791209	0.45485	0.763960092095	0.904362	0.606226	0.219656	0.990442	0.999602
6.08e-08	0.111898569571	0.24608	0.027536	0.20706	0.08415	0.0322637362637	0.453230952381	0.764688667178	0.904572	0.607632	0.220788	0.99038	0.99963
6.09e-08	0.110707126452	0.246434	0.027282	0.206116	0.0819625	0.032967032967	0.452702380952	0.762957278076	0.90528	0.608768	0.222174	0.990634	0.999666
6.1e-08	0.109652860633	0.246414	0.02702	0.205128	0.081175	0.0349010989011	0.450964285714	0.760749040675	0.906342	0.61093	0.223434	0.99074	0.999638
6.11e-08	0.110797717556	0.246052	0.027262	0.207608	0.08245	0.0333186813187	0.450028571429	0.761858275774	0.90612	0.608928	0.221208	0.990646	0.999644
6.12e-08	0.108847966018	0.245774	0.026752	0.204664	0.082525	0.0354285714286	0.450478571429	0.761412125863	0.905848	0.611042	0.223244	0.990692	0.999666
6.13e-08	0.110668077142	0.24578	0.0272	0.205384	0.0833375	0.0345494505494	0.449352380952	0.760513686365	0.905918	0.610946	0.221392	0.99064	0.999652
6.14e-08	0.10896813019	0.244934	0.02669	0.204636	0.0819	0.0330549450549	0.448976190476	0.76257866462	0.9059	0.612046	0.22279	0.990408	0.99967
6.15e-08	0.108549400904	0.244368	0.026526	0.203668	0.082875	0.0314725274725	0.448714285714	0.761371194679	0.906112	0.613612	0.223152	0.99054	0.999678
6.16e-08	0.108390608272	0.244726	0.026526	0.203092	0.082325	0.0333186813187	0.446338095238	0.757529803019	0.907134	0.614588	0.223504	0.991032	0.999686
6.17e-08	0.107580501443	0.244654	0.02632	0.203724	0.08215	0.0326153846154	0.447830952381	0.759023791251	0.906736	0.612958	0.224734	0.99089	0.999652
6.18e-08	0.106364407609	0.245176	0.026078	0.201328	0.080325	0.0308571428571	0.44555	0.757038628805	0.907544	0.615218	0.226076	0.991138	0.999718
6.19e-08	0.106474584595	0.24434	0.026016	0.20226	0.08055	0.0305054945055	0.445204761905	0.756359171144	0.907788	0.614608	0.225756	0.991088	0.999696
6.2e-08	0.106495462097	0.244386	0.026026	0.200784	0.080025	0.029978021978	0.444173809524	0.756666155027	0.908418	0.616822	0.225852	0.991042	0.999654
6.21e-08	0.105434205691	0.24493	0.025824	0.199604	0.0791	0.0319120879121	0.44194047619	0.756044001023	0.90898	0.617998	0.227372	0.991102	0.999686
6.22e-08	0.10444885376	0.243928	0.025478	0.198268	0.0779875	0.0302417582418	0.440378571429	0.756142235866	0.910054	0.619962	0.227936	0.991178	0.999692
6.23e-08	0.104491939123	0.24377	0.025472	0.1995	0.0787875	0.0316483516484	0.44125	0.754619595805	0.909828	0.61815	0.227694	0.991152	0.999654
6.24e-08	0.103764162683	0.244304	0.02535	0.19856	0.07855	0.0297142857143	0.439138095238	0.752996674341	0.909912	0.61932	0.229074	0.991346	0.999666
6.25e-08	0.103738784057	0.244518	0.025366	0.19744	0.0775625	0.0287472527473	0.43730952381	0.749697620875	0.910912	0.62021	0.229634	0.991514	0.999684
6.26e-08	0.103602457974	0.243778	0.025256	0.197384	0.0778625	0.0285714285714	0.436923809524	0.753242261448	0.910878	0.620712	0.229722	0.991298	0.999694
6.27e-08	0.101477452645	0.243798	0.02474	0.19596	0.0755375	0.0277802197802	0.437130952381	0.751926323868	0.910878	0.622946	0.23301	0.991384	0.99969
6.28e-08	0.102474512602	0.243846	0.024988	0.196164	0.0763	0.0273406593407	0.436419047619	0.751013558455	0.911422	0.622446	0.2309	0.991432	0.999704
6.29e-08	0.100729508197	0.244	0.024578	0.19414	0.0752375	0.028043956044	0.435311904762	0.751193655666	0.911576	0.62509	0.233032	0.991396	0.999724
6.3e-08	0.101673217847	0.243722	0.02478	0.193984	0.0755375	0.0271648351648	0.43285952381	0.748091071885	0.912314	0.625636	0.23241	0.991708	0.999726
